ang(deg),IA (A),IB (A),Axial torque (N*m)
61,5,-10,-0.8407103388249129
61,5,-9,-0.9899237346503876
61,5,-8,-1.1379817206180687
61,5,-7,-1.2854798024702847
61,5,-6,-1.4317145573654069
61,5,-5,-1.5789902911312428
61,5,-4,-1.725882611386234
61,5,-3,-1.8689676859888105
61,5,-2,-2.0081881336404015
61,5,-1,-2.146431786678443
61,5,0,-2.284561515021581
61,5,1,-2.420799163593703
61,5,2,-2.5521536357325307
61,5,3,-2.6810515873875977
61,5,4,-2.8082588719391453
61,5,5,-2.9350026486183816
61,5,6,-3.061906281285384
61,5,7,-3.188022971976979
61,5,8,-3.311720629900644
61,5,9,-3.432977961361724
61,5,10,-3.551665039091158
61,6,-10,-1.276717562594565
61,6,-9,-1.4252007617944948
61,6,-8,-1.5722266138403798
61,6,-7,-1.7180409983033749
61,6,-6,-1.8640731011401703
61,6,-5,-2.00911010584937
61,6,-4,-2.1500068779885817
61,6,-3,-2.288143498181771
61,6,-2,-2.425834068047197
61,6,-1,-2.5636297358470803
61,6,0,-2.6991682239585146
61,6,1,-2.829786565143719
61,6,2,-2.958346641828302
61,6,3,-3.085834788364786
61,6,4,-3.2128497184265177
61,6,5,-3.3395540086998525
61,6,6,-3.4646661358483257
61,6,7,-3.5872596548157385
61,6,8,-3.706646260632487
61,6,9,-3.8253370471869497
61,6,10,-3.942355980406136
61,7,-10,-1.7118921463353647
61,7,-9,-1.8589191636475781
61,7,-8,-2.0047004979917222
61,7,-7,-2.150529959170166
61,7,-6,-2.295317831057691
61,7,-5,-2.4351846007006617
61,7,-4,-2.570704989904791
61,7,-3,-2.706663534303575
61,7,-2,-2.8435502132207575
61,7,-1,-2.978306090598271
61,7,0,-3.1082073478095946
61,7,1,-3.2359617993302794
61,7,2,-3.3632238241793786
61,7,3,-3.490186783687315
61,7,4,-3.6169174830697184
61,7,5,-3.741690424830336
61,7,6,-3.8633863368468453
61,7,7,-3.9817990987874223
61,7,8,-4.099893267232624
61,7,9,-4.216298773837564
61,7,10,-4.332097285870888
61,8,-10,-2.1459463070215277
61,8,-9,-2.291325368408788
61,8,-8,-2.4370423026780186
61,8,-7,-2.581700520972587
61,8,-6,-2.7208283615398785
61,8,-5,-2.8562226878380685
61,8,-4,-2.990829528012036
61,8,-3,-3.1251778443118434
61,8,-2,-3.25870243578075
61,8,-1,-3.3876173729528283
61,8,0,-3.514458284937723
61,8,1,-3.6410596774173505
61,8,2,-3.768010885154857
61,8,3,-3.8947125451164903
61,8,4,-4.01912964429751
61,8,5,-4.140449452838714
61,8,6,-4.257902285766673
61,8,7,-4.375187587408634
61,8,8,-4.491703498447557
61,8,9,-4.6068785232133775
61,8,10,-4.721236947830297
61,9,-10,-2.578522890276283
61,9,-9,-2.7238714833036015
61,9,-8,-2.868198108972826
61,9,-7,-3.007163703052563
61,9,-6,-3.142450463886285
61,9,-5,-3.276636671915532
61,9,-4,-3.4106870231658406
61,9,-3,-3.54195312419491
61,9,-2,-3.6684360507013762
61,9,-1,-3.7943125318115305
61,9,0,-3.9200448003408863
61,9,1,-4.045802741233117
61,9,2,-4.172164183099687
61,9,3,-4.296339379504348
61,9,4,-4.417187668605455
61,9,5,-4.534780815874627
61,9,6,-4.651159047521166
61,9,7,-4.767184594744451
61,9,8,-4.882463012879085
61,9,9,-4.998833888251371
61,9,10,-5.111017359207975
61,10,-10,-3.0115865610693024
61,10,-9,-3.155018443697914
61,10,-8,-3.2936047648883156
61,10,-7,-3.42872945998381
61,10,-6,-3.5628173261299096
61,10,-5,-3.69652673938063
61,10,-4,-3.8274091604505123
61,10,-3,-3.9529671251480267
61,10,-2,-4.076679085050752
61,10,-1,-4.20021710385721
61,10,0,-4.324897224582577
61,10,1,-4.450327944089898
61,10,2,-4.574184399210248
61,10,3,-4.696133691230595
61,10,4,-4.81169696453425
61,10,5,-4.92802347629083
61,10,6,-5.04284915046149
61,10,7,-5.157753593001625
61,10,8,-5.274259599444045
61,10,9,-5.385964089455139
61,10,10,-5.498897645584035
62,-10,-10,6.270116743466763
62,-10,-9,6.0561289012516735
62,-10,-8,5.840888349655548
62,-10,-7,5.625479605136801
62,-10,-6,5.410656574738944
62,-10,-5,5.196640125739938
62,-10,-4,4.983095472259204
62,-10,-3,4.770282855813889
62,-10,-2,4.5576628048444325
62,-10,-1,4.345768472842171
62,-10,0,4.134711464452424
62,-10,1,3.9288805037209595
62,-10,2,3.7277903001878077
62,-10,3,3.5275478219443706
62,-10,4,3.331297136199766
62,-10,5,3.1367110093093675
62,-10,6,2.942363567745533
62,-10,7,2.750675632781739
62,-10,8,2.558859733541768
62,-10,9,2.3680933110331237
62,-10,10,2.1833644280885514
62,-9,-10,5.829259338829473
62,-9,-9,5.614732224005625
62,-9,-8,5.399691387545162
62,-9,-7,5.184503574698702
62,-9,-6,4.970441646410759
62,-9,-5,4.756478103557301
62,-9,-4,4.543266977625259
62,-9,-3,4.330727734942242
62,-9,-2,4.118389271195492
62,-9,-1,3.9066802062869863
62,-9,0,3.70190391353039
62,-9,1,3.500218562410728
62,-9,2,3.299761661617506
62,-9,3,3.103427342659162
62,-9,4,2.9089152215957683
62,-9,5,2.7147064156753467
62,-9,6,2.5223954832505617
62,-9,7,2.3310913428585556
62,-9,8,2.140855396291946
62,-9,9,1.956562183139228
62,-9,10,1.7759227324143403
62,-8,-10,5.384400030500585
62,-8,-9,5.168737976527246
62,-8,-8,4.95435522530726
62,-8,-7,4.740041878040588
62,-8,-6,4.526978692896186
62,-8,-5,4.3138537763836595
62,-8,-4,4.101620071099759
62,-8,-3,3.8894647966611977
62,-8,-2,3.6775315927427505
62,-8,-1,3.4721324192003444
62,-8,0,3.271318008121234
62,-8,1,3.070975900949718
62,-8,2,2.8745986541759194
62,-8,3,2.679920786228246
62,-8,4,2.4858440605386547
62,-8,5,2.293516968714933
62,-8,6,2.102372256083945
62,-8,7,1.912000990301319
62,-8,8,1.7278693987223939
62,-8,9,1.5478174785890915
62,-8,10,1.3678227952101365
62,-7,-10,4.936818023040796
62,-7,-9,4.722304675721315
62,-7,-8,4.508076160548842
62,-7,-7,4.295447137608756
62,-7,-6,4.083361355633027
62,-7,-5,3.8714063247067525
62,-7,-4,3.6595996624950504
62,-7,-3,3.44788909721827
62,-7,-2,3.2424237802470612
62,-7,-1,3.041480405246166
62,-7,0,2.841496871271966
62,-7,1,2.645110259251811
62,-7,2,2.450467691886827
62,-7,3,2.2563510955255497
62,-7,4,2.06401092720503
62,-7,5,1.8727794745957862
62,-7,6,1.6827254666395726
62,-7,7,1.4983771242725337
62,-7,8,1.3182257528276347
62,-7,9,1.138400974585361
62,-7,10,0.9589883880241892
62,-6,-10,4.488172729882139
62,-6,-9,4.273923391406773
62,-6,-8,4.060102225578237
62,-6,-7,3.8486068416628028
62,-6,-6,3.638212300482969
62,-6,-5,3.427135186427855
62,-6,-4,3.215658807859892
62,-6,-3,3.01040610744711
62,-6,-2,2.8097681586243186
62,-6,-1,2.6095174164890453
62,-6,0,2.413671251997718
62,-6,1,2.21870291127513
62,-6,2,2.0247160238544892
62,-6,3,1.8323167230187298
62,-6,4,1.6406835874795669
62,-6,5,1.4507695830091465
62,-6,6,1.2664718001972954
62,-6,7,1.0863686404924369
62,-6,8,0.9066599919405681
62,-6,9,0.7273990767200383
62,-6,10,0.5497178894715331
62,-5,-10,4.0376375842770065
62,-5,-9,3.823713543110321
62,-5,-8,3.6110386727655763
62,-5,-7,3.400759206801766
62,-5,-6,3.191118408058002
62,-5,-5,2.981307510825971
62,-5,-4,2.776584824018956
62,-5,-3,2.575931229378689
62,-5,-2,2.3764177009216763
62,-5,-1,2.1808313298057516
62,-5,0,1.9860394599374016
62,-5,1,1.7918906423722762
62,-5,2,1.599695610242793
62,-5,3,1.408193463379092
62,-5,4,1.217650747418161
62,-5,5,1.033913893446367
62,-5,6,0.8539551792659119
62,-5,7,0.6740317059882873
62,-5,8,0.49357087698890495
62,-5,9,0.3174198314310338
62,-5,10,0.14058709599735014
62,-4,-10,3.58607386681439
62,-4,-9,3.3733006731548403
62,-4,-8,3.1622171763663482
62,-4,-7,2.9526661946713606
62,-4,-6,2.743522646163542
62,-4,-5,2.540620288341996
62,-4,-4,2.340937948053004
62,-4,-3,2.1411124295682593
62,-4,-2,1.9457187574910662
62,-4,-1,1.7520943641063909
62,-4,0,1.5574192995350362
62,-4,1,1.3651389808853103
62,-4,2,1.173836566935691
62,-4,3,0.9832014479142898
62,-4,4,0.7994560259484484
62,-4,5,0.6191128017622447
62,-4,6,0.4409497764808233
62,-4,7,0.26164858888587905
62,-4,8,0.08440628307702372
62,-4,9,-0.09217063211355965
62,-4,10,-0.26857064456379126
62,-3,-10,3.131471662808335
62,-3,-9,2.919423110042919
62,-3,-8,2.709961119436313
62,-3,-7,2.500723661113928
62,-3,-6,2.2983367903493543
62,-3,-5,2.0991070221671846
62,-3,-4,1.9012193869587954
62,-3,-3,1.7058932222063539
62,-3,-2,1.5118753870342638
62,-3,-1,1.3180449787917528
62,-3,0,1.126236483464864
62,-3,1,0.9348640972459186
62,-3,2,0.7442415594636292
62,-3,3,0.5605051850646521
62,-3,4,0.38131026853962163
62,-3,5,0.20253764610405933
62,-3,6,0.023835260876535792
62,-3,7,-0.15315191428744868
62,-3,8,-0.32942615760529914
62,-3,9,-0.5055454102122925
62,-3,10,-0.6790282934817284
62,-2,-10,2.6744973224526056
62,-2,-9,2.4640819303971795
62,-2,-8,2.2552011851779667
62,-2,-7,2.0529633322898997
62,-2,-6,1.8547164341592113
62,-2,-5,1.656713947832192
62,-2,-4,1.4630935812124863
62,-2,-3,1.2708346762864813
62,-2,-2,1.0769621328779082
62,-2,-1,0.8851939659606799
62,-2,0,0.694588070029861
62,-2,1,0.5043599324508934
62,-2,2,0.3200329233127878
62,-2,3,0.14050341541121303
62,-2,4,-0.03755878854439047
62,-2,5,-0.21604497899214392
62,-2,6,-0.39262720486699654
62,-2,7,-0.5687863464029276
62,-2,8,-0.7448526638285604
62,-2,9,-0.9180997668557367
62,-2,10,-1.0855970414475618
62,-1,-10,2.217718745462065
62,-1,-9,2.0076495444456883
62,-1,-8,1.8052526701063984
62,-1,-7,1.6074093868840718
62,-1,-6,1.4105833512373813
62,-1,-5,1.217488243872321
62,-1,-4,1.0254498653095967
62,-1,-3,0.8336116825516782
62,-1,-2,0.6424262861542172
62,-1,-1,0.45202050589550036
62,-1,0,0.26201448443562175
62,-1,1,0.07831992715130136
62,-1,2,-0.10129965958868477
62,-1,3,-0.2797866380171513
62,-1,4,-0.4574092042354786
62,-1,5,-0.6333823542780438
62,-1,6,-0.8089940780646846
62,-1,7,-0.9849671927400283
62,-1,8,-1.1580812406230638
62,-1,9,-1.3253574200937301
62,-1,10,-1.490419077906753
62,0,-10,1.7522559762355665
62,0,-9,1.5491965589233017
62,0,-8,1.350992683151688
62,0,-7,1.1541527357809633
62,0,-6,0.962091206951138
62,0,-5,0.7706534168740624
62,0,-4,0.5794518141732493
62,0,-3,0.38986076145114706
62,0,-2,0.20045823796448314
62,0,-1,0.01122639468813989
62,0,0,-0.171738527702735
62,0,1,-0.35110438292400853
62,0,2,-0.529866575202644
62,0,3,-0.7069899270907651
62,0,4,-0.8822493251613684
62,0,5,-1.0571561931482993
62,0,6,-1.2323324162291105
62,0,7,-1.4052422792587633
62,0,8,-1.5721480787813948
62,0,9,-1.7366326831590186
62,0,10,-1.9005692433345807
62,1,-10,1.2898954787515655
62,1,-9,1.09184687182533
62,1,-8,0.8950483229366518
62,1,-7,0.7031219516630869
62,1,-6,0.5126509348198894
62,1,-5,0.32242416267461055
62,1,-4,0.13388604326173473
62,1,-3,-0.054742878513764734
62,1,-2,-0.24221029568863886
62,1,-1,-0.42386639368239853
62,1,0,-0.6028129441916124
62,1,1,-0.78144163658957
62,1,2,-0.9591324282207706
62,1,3,-1.134487203265375
62,1,4,-1.3089841115457725
62,1,5,-1.4834033062270624
62,1,6,-1.655213154519422
62,1,7,-1.821823476869326
62,1,8,-1.9862283549000517
62,1,9,-2.1499586744423467
62,1,10,-2.313188667261792
62,2,-10,0.8317386797909719
62,2,-9,0.6352828338122081
62,2,-8,0.44329498394973094
62,2,-7,0.2528974032216537
62,2,-6,0.06301524401489052
62,2,-5,-0.12490998132058775
62,2,-4,-0.31263567436198725
62,2,-3,-0.49931793174714934
62,2,-2,-0.6794941825282713
62,2,-1,-0.856455602733409
62,2,0,-1.0351174053552827
62,2,1,-1.2123057846960699
62,2,2,-1.387558300036613
62,2,3,-1.5617219998685532
62,2,4,-1.735854043524559
62,2,5,-1.9064962176917775
62,2,6,-2.072168902427961
62,2,7,-2.236407663940487
62,2,8,-2.399995203336027
62,2,9,-2.563097612582617
62,2,10,-2.7224729266875403
62,3,-10,0.37495541602057936
62,3,-9,0.18336405561638908
62,3,-8,-0.007006966403085386
62,3,-7,-0.1968586531006715
62,3,-6,-0.38464300871249085
62,3,-5,-0.5721139010151748
62,3,-4,-0.7581048734024561
62,3,-3,-0.9368558237354151
62,3,-2,-1.1133678854969504
62,3,-1,-1.2900557122078717
62,3,0,-1.467168686033624
62,3,1,-1.6425379953809986
62,3,2,-1.81630465177539
62,3,3,-1.9899766225637703
62,3,4,-2.1601942135368692
62,3,5,-2.3248069486580785
62,3,6,-2.4879411165872294
62,3,7,-2.651098404644525
62,3,8,-2.8137828177850737
62,3,9,-2.972414514293649
62,3,10,-3.1269078257331477
62,4,-10,-0.07697790635301098
62,4,-9,-0.26737471297445486
62,4,-8,-0.4568074847038468
62,4,-7,-0.6445448237723876
62,4,-6,-0.8317643559986867
62,4,-5,-1.0178061564849483
62,4,-4,-1.195947719650607
62,4,-3,-1.3717756611734087
62,4,-2,-1.5477677205485982
62,4,-1,-1.723162431481322
62,4,0,-1.8975686893749866
62,4,1,-2.07166022193835
62,4,2,-2.2450410604873086
62,4,3,-2.4146544478942706
62,4,4,-2.5789603263013916
62,4,5,-2.7414236258939404
62,4,6,-2.903699675097715
62,4,7,-3.065738183798267
62,4,8,-3.2238596588822235
62,4,9,-3.3781383704435344
62,4,10,-3.530118027139178
62,5,-10,-0.5275458438026992
62,5,-9,-0.7173318519479178
62,5,-8,-0.9048845844424445
62,5,-7,-1.0919938481454556
62,5,-6,-1.277413457462097
62,5,-5,-1.4557172096995628
62,5,-4,-1.6313907420652158
62,5,-3,-1.807109790634567
62,5,-2,-1.9818082230703873
62,5,-1,-2.1545741797626787
62,5,0,-2.327432008773089
62,5,1,-2.5002938188324078
62,5,2,-2.6698809464802853
62,5,3,-2.83366625357734
62,5,4,-2.995334609276401
62,5,5,-3.1571585088108725
62,5,6,-3.318360695680374
62,5,7,-3.4759761238689824
62,5,8,-3.6294716769810176
62,5,9,-3.7815762443588437
62,5,10,-3.932424628195554
62,6,-10,-0.9781451969157415
62,6,-9,-1.1656284572646876
62,6,-8,-1.3525656543535791
62,6,-7,-1.5377416386815472
62,6,-6,-1.7155230897575375
62,6,-5,-1.8910503874601703
62,6,-4,-2.0670269984225267
62,6,-3,-2.2411864248018736
62,6,-2,-2.414154665930629
62,6,-1,-2.5863551981762924
62,6,0,-2.757552219835162
62,6,1,-2.92562316603995
62,6,2,-3.088801048140454
62,6,3,-3.250460170237634
62,6,4,-3.4115751223725845
62,6,5,-3.571866359326523
62,6,6,-3.728632619825613
62,6,7,-3.881692193208001
62,6,8,-4.033073540201843
62,6,9,-4.184090665863345
62,6,10,-4.33460146518137
62,7,-10,-1.4268936616552665
62,7,-9,-1.6133840223536695
62,7,-8,-1.798156692597562
62,7,-7,-1.9755138993217054
62,7,-6,-2.150847520397288
62,7,-5,-2.326093172580207
62,7,-4,-2.5003121775863963
62,7,-3,-2.6733347369989477
62,7,-2,-2.8457564618346978
62,7,-1,-3.017124121348464
62,7,0,-3.183694678319794
62,7,1,-3.345285206842161
62,7,2,-3.506087795567446
62,7,3,-3.666918682226973
62,7,4,-3.8264832427781013
62,7,5,-3.982075357707666
62,7,6,-4.13415632346452
62,7,7,-4.285430789018779
62,7,8,-4.435948064208568
62,7,9,-4.586395020836151
62,7,10,-4.736773747955822
62,8,-10,-1.8749395044283406
62,8,-9,-2.058959453384836
62,8,-8,-2.235806694371473
62,8,-7,-2.4110863614313596
62,8,-6,-2.5856056990374277
62,8,-5,-2.759691362497523
62,8,-4,-2.9324053620066945
62,8,-3,-3.10481266538887
62,8,-2,-3.2765087926817076
62,8,-1,-3.4435865992441377
62,8,0,-3.605112405473784
62,8,1,-3.7640621908018486
62,8,2,-3.9234016812187154
62,8,3,-4.082075068519522
62,8,4,-4.236887035078577
62,8,5,-4.387996109733144
62,8,6,-4.53835646831599
62,8,7,-4.688424214987487
62,8,8,-4.838718775573926
62,8,9,-4.9886141025596675
62,8,10,-5.135945901042642
62,9,-10,-2.320721332288008
62,9,-9,-2.4969673253094435
62,9,-8,-2.67175247849746
62,9,-7,-2.846034249989781
62,9,-6,-3.0193302845633196
62,9,-5,-3.191754554434257
62,9,-4,-3.3640593248134545
62,9,-3,-3.5356728677186426
62,9,-2,-3.7030102996608814
62,9,-1,-3.864920261699337
62,9,0,-4.024163245516035
62,9,1,-4.182783529644028
62,9,2,-4.339762978504157
62,9,3,-4.492729524848202
62,9,4,-4.642914364439141
62,9,5,-4.792366515622308
62,9,6,-4.941502716900248
62,9,7,-5.091429385830869
62,9,8,-5.240835870539846
62,9,9,-5.387800627775866
62,9,10,-5.530207973236848
62,10,-10,-2.7589950601292497
62,10,-9,-2.9330448172826538
62,10,-8,-3.107075645688827
62,10,-7,-3.2796634238167215
62,10,-6,-3.4512124728053153
62,10,-5,-3.6233423039745727
62,10,-4,-3.794863242646812
62,10,-3,-3.962091744529284
62,10,-2,-4.124286166228047
62,10,-1,-4.283818953496296
62,10,0,-4.442496992335185
62,10,1,-4.599323239895682
62,10,2,-4.751189433550465
62,10,3,-4.899854780934097
62,10,4,-5.047691901284655
62,10,5,-5.195401850845989
62,10,6,-5.344314773708102
62,10,7,-5.493401734637072
62,10,8,-5.6400131810531855
62,10,9,-5.781624952943704
62,10,10,-5.921659975065615
63,-10,-10,6.405565889018941
63,-10,-9,6.166722298857121
63,-10,-8,5.928419840604207
63,-10,-7,5.690187267273722
63,-10,-6,5.451645385611911
63,-10,-5,5.213004154740406
63,-10,-4,4.974330908359534
63,-10,-3,4.735674761916264
63,-10,-2,4.499055156407438
63,-10,-1,4.263679755375969
63,-10,0,4.028659542403049
63,-10,1,3.794205938526479
63,-10,2,3.560383996540359
63,-10,3,3.327462304475377
63,-10,4,3.0948213979114447
63,-10,5,2.86217410515381
63,-10,6,2.634545686883184
63,-10,7,2.412390870323082
63,-10,8,2.190929277217011
63,-10,9,1.9733333107343312
63,-10,10,1.7590179708132205
63,-9,-10,5.975469842443716
63,-9,-9,5.736647743623321
63,-9,-8,5.498264929132594
63,-9,-7,5.259638723382415
63,-9,-6,5.021319262509696
63,-9,-5,4.7822902275127435
63,-9,-4,4.5440311988254845
63,-9,-3,4.3054194360437705
63,-9,-2,4.0701427399419625
63,-9,-1,3.834250810150671
63,-9,0,3.599754754963008
63,-9,1,3.365791005724662
63,-9,2,3.1329367329463045
63,-9,3,2.9007332224391207
63,-9,4,2.668351683886854
63,-9,5,2.440527939643275
63,-9,6,2.218149321313436
63,-9,7,1.9966119504759015
63,-9,8,1.7788346270328346
63,-9,9,1.5639296510950593
63,-9,10,1.350207918502178
63,-8,-10,5.544617168497251
63,-8,-9,5.305561581773333
63,-8,-8,5.0668623884844886
63,-8,-7,4.828273790100718
63,-8,-6,4.589795368527596
63,-8,-5,4.350682547617561
63,-8,-4,4.111772777984855
63,-8,-3,3.8746613066704607
63,-8,-2,3.6388191528983573
63,-8,-1,3.403827145915716
63,-8,0,3.1700442662593042
63,-8,1,2.937080812037179
63,-8,2,2.705144923025604
63,-8,3,2.472492124618279
63,-8,4,2.244862838594059
63,-8,5,2.022628798159383
63,-8,6,1.8010081179227957
63,-8,7,1.5830975600815946
63,-8,8,1.3679198578265075
63,-8,9,1.1535996324341364
63,-8,10,0.9415708884811701
63,-7,-10,5.111312827919179
63,-7,-9,4.872185208486173
63,-7,-8,4.633380610955174
63,-7,-7,4.394464960966181
63,-7,-6,4.155692026416436
63,-7,-5,3.9168432951498824
63,-7,-4,3.6779395819118723
63,-7,-3,3.4411975789913654
63,-7,-2,3.206266487724199
63,-7,-1,2.971945982502744
63,-7,0,2.7391367669783895
63,-7,1,2.5064771100063896
63,-7,2,2.2745633403137067
63,-7,3,2.046690854864377
63,-7,4,1.8249419185211004
63,-7,5,1.6037320120459357
63,-7,6,1.3856291529281757
63,-7,7,1.1705689834440247
63,-7,8,0.9558070590916395
63,-7,9,0.743372913166715
63,-7,10,0.5328135604660849
63,-6,-10,4.676194172496304
63,-6,-9,4.437311412257871
63,-6,-8,4.198454791725708
63,-6,-7,3.95954248722892
63,-6,-6,3.720860997747722
63,-6,-5,3.4818279085420674
63,-6,-4,3.2438001141200368
63,-6,-3,3.0086908672098343
63,-6,-2,2.773354935960922
63,-6,-1,2.5403126663267295
63,-6,0,2.3077053588866487
63,-6,1,2.075567319573907
63,-6,2,1.8473714400155938
63,-6,3,1.6262008814363835
63,-6,4,1.4051790741961134
63,-6,5,1.1875396438150698
63,-6,6,0.9727271191150333
63,-6,7,0.7579980439733772
63,-6,8,0.5445741255955089
63,-6,9,0.334711694658314
63,-6,10,0.12411701433444089
63,-5,-10,4.240609934583394
63,-5,-9,4.00194274023055
63,-5,-8,3.7631778677700147
63,-5,-7,3.5241968151251086
63,-5,-6,3.285112343694398
63,-5,-5,3.0465005320642677
63,-5,-4,2.809730162297518
63,-5,-3,2.5745718377590445
63,-5,-2,2.3409295110440005
63,-5,-1,2.1081725318402498
63,-5,0,1.8757441338003422
63,-5,1,1.6473793632426443
63,-5,2,1.4258587295361917
63,-5,3,1.205058278264799
63,-5,4,0.9875854610714857
63,-5,5,0.7738522996707483
63,-5,6,0.5590412404259699
63,-5,7,0.3456603159776501
63,-5,8,0.13431608231951447
63,-5,9,-0.07574390502100325
63,-5,10,-0.28222319885590763
63,-4,-10,3.80182436220607
63,-4,-9,3.5631242905522718
63,-4,-8,3.324259717816046
63,-4,-7,3.084776054478069
63,-4,-6,2.845603433062283
63,-4,-5,2.607187128300978
63,-4,-4,2.371148768337765
63,-4,-3,2.1366405253496503
63,-4,-2,1.9033055415355091
63,-4,-1,1.670465720237958
63,-4,0,1.441368895490245
63,-4,1,1.219524002766783
63,-4,2,0.9987254304099165
63,-4,3,0.7812978669447973
63,-4,4,0.5667022157887164
63,-4,5,0.3534943026843006
63,-4,6,0.14022119474379477
63,-4,7,-0.07123395702860304
63,-4,8,-0.2819085030442838
63,-4,9,-0.48845242356426904
63,-4,10,-0.6884566913794691
63,-3,-10,3.3557368149144176
63,-3,-9,3.1170088107199505
63,-3,-8,2.8778243251101245
63,-3,-7,2.638638367091903
63,-3,-6,2.399679647991254
63,-3,-5,2.1620578371359493
63,-3,-4,1.9270788505745695
63,-3,-3,1.6933315929154797
63,-3,-2,1.4603291163205272
63,-3,-1,1.2310992472747093
63,-3,0,1.0088072582835137
63,-3,1,0.7879704114821985
63,-3,2,0.5703485575985141
63,-3,3,0.35569477398554505
63,-3,4,0.14158101983212928
63,-3,5,-0.0708904658248809
63,-3,6,-0.2818807406396718
63,-3,7,-0.49262184725720265
63,-3,8,-0.6989331433977637
63,-3,9,-0.8989033470730007
63,-3,10,-1.0974869170190578
63,-2,-10,2.908590961581263
63,-2,-9,2.6696904580673206
63,-2,-8,2.430722681618803
63,-2,-7,2.192086097214969
63,-2,-6,1.9535639723310423
63,-2,-5,1.7171294870875622
63,-2,-4,1.4832039948936477
63,-2,-3,1.2499488633816564
63,-2,-2,1.0207025671850296
63,-2,-1,0.7982840186435803
63,-2,0,0.576924832073754
63,-2,1,0.35919917058260353
63,-2,2,0.1445389621869161
63,-2,3,-0.06981761977593214
63,-2,4,-0.2823870970927288
63,-2,5,-0.49351769689288255
63,-2,6,-0.7042410299945303
63,-2,7,-0.9101078710156306
63,-2,8,-1.1098802129192973
63,-2,9,-1.308517287637782
63,-2,10,-1.5065446223683239
63,-1,-10,2.4599190227578682
63,-1,-9,2.2216360027310262
63,-1,-8,1.9828648102913853
63,-1,-7,1.7444649330687174
63,-1,-6,1.5069811299091633
63,-1,-5,1.2719939257428172
63,-1,-4,1.0383153916745695
63,-1,-3,0.8088304124729812
63,-1,-2,0.5864431302006229
63,-1,-1,0.3647701812011053
63,-1,0,0.14682873958218606
63,-1,1,-0.06784580216902869
63,-1,2,-0.2822512001140305
63,-1,3,-0.4948668133832972
63,-1,4,-0.7060925100604423
63,-1,5,-0.9168695226977641
63,-1,6,-1.1234828263651768
63,-1,7,-1.32286423792648
63,-1,8,-1.5207782718368115
63,-1,9,-1.7184961513595163
63,-1,10,-1.9150423640026448
63,0,-10,2.009659529547081
63,0,-9,1.771464661944263
63,0,-8,1.5331114508740415
63,0,-7,1.2951547670551125
63,0,-6,1.05903053845603
63,0,-5,0.825043538454325
63,0,-4,0.595201967144714
63,0,-3,0.3727458974120986
63,0,-2,0.15117750440229372
63,0,-1,-0.06697138258401718
63,0,0,-0.2817218325525244
63,0,1,-0.49609509517840916
63,0,2,-0.7090057508783355
63,0,3,-0.9201170146606281
63,0,4,-1.1314469459722223
63,0,5,-1.338075598603159
63,0,6,-1.538174296452062
63,0,7,-1.735861688724354
63,0,8,-1.9329934961507627
63,0,9,-2.1288556632421916
63,0,10,-2.3234917936720154
63,1,-10,1.556665102168045
63,1,-9,1.3199179589619927
63,1,-8,1.082457247129246
63,1,-7,0.8456999818237624
63,1,-6,0.6104373567550676
63,1,-5,0.3811007964563909
63,1,-4,0.15846478768188477
63,1,-3,-0.06318028723054318
63,1,-2,-0.28134333692790703
63,1,-1,-0.4959974284514259
63,1,0,-0.7103949838664321
63,1,1,-0.9234462518784009
63,1,2,-1.1345165139090294
63,1,3,-1.3453950358629008
63,1,4,-1.5524332232093545
63,1,5,-1.7527724307772903
63,1,6,-1.9510792906096488
63,1,7,-2.1484981609158154
63,1,8,-2.3441516810180096
63,1,9,-2.5380875676529517
63,1,10,-2.732300598302115
63,2,-10,1.102419163030455
63,2,-9,0.8658774734696547
63,2,-8,0.6299080639279002
63,2,-7,0.3942154151091702
63,2,-6,0.16351710809363446
63,2,-5,-0.058951409671295106
63,2,-4,-0.2807037889914858
63,2,-3,-0.4987648733408361
63,2,-2,-0.7135699908795192
63,2,-1,-0.9277093505710916
63,2,0,-1.1406914259896885
63,2,1,-1.3518411239827033
63,2,2,-1.5626092182081321
63,2,3,-1.7694608038099688
63,2,4,-1.969861901710606
63,2,5,-2.168579838492759
63,2,6,-2.366067869789046
63,2,7,-2.561746586786963
63,2,8,-2.755723606807787
63,2,9,-2.949198733828522
63,2,10,-3.1424114934674545
63,3,-10,0.6438841612460043
63,3,-9,0.40829224370218686
63,3,-8,0.1735511732614461
63,3,-7,-0.05756242726144633
63,3,-6,-0.2804011001603581
63,3,-5,-0.5021602203915765
63,3,-4,-0.7201062056376375
63,3,-3,-0.9348165829104398
63,3,-2,-1.1490303234451447
63,3,-1,-1.3617199419939392
63,3,0,-1.5728527402725354
63,3,1,-1.78363118094565
63,3,2,-1.9902927287580787
63,3,3,-2.190695484551909
63,3,4,-2.3895791312312165
63,3,5,-2.5877248504451322
63,3,6,-2.7833813592843826
63,3,7,-2.9774371893752622
63,3,8,-3.170955639290116
63,3,9,-3.363542522680819
63,3,10,-3.551652716404073
63,4,-10,0.18566520619317756
63,4,-9,-0.049255477197658146
63,4,-8,-0.27945361407860225
63,4,-7,-0.5023353368121756
63,4,-6,-0.7240518411138817
63,4,-5,-0.9420857258666643
63,4,-4,-1.1566569182998794
63,4,-3,-1.370883588422249
