ang(deg),IA (A),IB (A),Axial torque (N*m)
55,9,2,-2.8379824934125772
55,9,3,-2.754684220623238
55,9,4,-2.6754802106634465
55,9,5,-2.5976148681214926
55,9,6,-2.520635576970757
55,9,7,-2.443816286999287
55,9,8,-2.3677099854346366
55,9,9,-2.291975024300553
55,9,10,-2.217020161545582
55,10,-10,-4.198514390430599
55,10,-9,-4.102197820426625
55,10,-8,-4.007968200890028
55,10,-7,-3.9183090363434676
55,10,-6,-3.8293238687378035
55,10,-5,-3.740409874119273
55,10,-4,-3.6513327200694623
55,10,-3,-3.565321881751616
55,10,-2,-3.4814130831807595
55,10,-1,-3.3990656224995397
55,10,0,-3.3153129606059437
55,10,1,-3.2297933920841495
55,10,2,-3.1431562545065646
55,10,3,-3.059469152852588
55,10,4,-2.9802342265775463
55,10,5,-2.902035582291661
55,10,6,-2.824790612525245
55,10,7,-2.7481365191180513
55,10,8,-2.672022895894453
55,10,9,-2.5957493087711323
55,10,10,-2.5178870176426864
56,-10,-10,3.2432592601525276
56,-10,-9,3.2646917269048386
56,-10,-8,3.287500782229451
56,-10,-7,3.309014187164219
56,-10,-6,3.328623349133316
56,-10,-5,3.346869692207261
56,-10,-4,3.365606634585005
56,-10,-3,3.3864594560065933
56,-10,-2,3.4083033546130794
56,-10,-1,3.4274734054817166
56,-10,0,3.4434613432722454
56,-10,1,3.458501062959472
56,-10,2,3.4738023731299252
56,-10,3,3.4911711077576055
56,-10,4,3.5099408979880917
56,-10,5,3.528731800022825
56,-10,6,3.548147763782876
56,-10,7,3.5680907897126932
56,-10,8,3.5865004047468148
56,-10,9,3.603671502635339
56,-10,10,3.619980204156414
56,-9,-10,2.853112845616163
56,-9,-9,2.8763751716158414
56,-9,-8,2.9021888030687855
56,-9,-7,2.926115365086027
56,-9,-6,2.9488136673894108
56,-9,-5,2.9711525723717065
56,-9,-4,2.9952208316989526
56,-9,-3,3.019065038639137
56,-9,-2,3.042076884279797
56,-9,-1,3.061803226572464
56,-9,0,3.078746179920982
56,-9,1,3.0965187199311477
56,-9,2,3.116582290735055
56,-9,3,3.137068075498727
56,-9,4,3.1571022851539876
56,-9,5,3.1766836156798615
56,-9,6,3.19656003605325
56,-9,7,3.2169085079647393
56,-9,8,3.2364845655461867
56,-9,9,3.2546756685011906
56,-9,10,3.271484956151938
56,-8,-10,2.4654031801830247
56,-8,-9,2.492417457481067
56,-8,-8,2.521342573563611
56,-8,-7,2.547752770793835
56,-8,-6,2.5726003500621726
56,-8,-5,2.599210771688207
56,-8,-4,2.626228120127922
56,-8,-3,2.652228682999034
56,-8,-2,2.676871156167159
56,-8,-1,2.6983714867097044
56,-8,0,2.717637841677413
56,-8,1,2.739161397208676
56,-8,2,2.7614076350428194
56,-8,3,2.7835526356244746
56,-8,4,2.804602816462099
56,-8,5,2.8253278967021522
56,-8,6,2.8460703630421174
56,-8,7,2.8674888984086473
56,-8,8,2.8872439579186384
56,-8,9,2.9057102375980617
56,-8,10,2.923889781886221
56,-7,-10,2.0833541817868184
56,-7,-9,2.1134315248266
56,-7,-8,2.1438716905709714
56,-7,-7,2.171683701930033
56,-7,-6,2.199966559306581
56,-7,-5,2.2289187712259406
56,-7,-4,2.2581894300793195
56,-7,-3,2.287050935103634
56,-7,-2,2.314150029894907
56,-7,-1,2.3376942018473135
56,-7,0,2.3604512947220337
56,-7,1,2.3834861986979297
56,-7,2,2.4069077246595127
56,-7,3,2.4300743452987277
56,-7,4,2.4532430100560947
56,-7,5,2.4753376411303902
56,-7,6,2.4966612310362715
56,-7,7,2.517970179943261
56,-7,8,2.538225432335243
56,-7,9,2.557731950110847
56,-7,10,2.577844658807051
56,-6,-10,1.705020877397379
56,-6,-9,1.7363407212547908
56,-6,-8,1.7678699655193524
56,-6,-7,1.7992545739966457
56,-6,-6,1.8299183737440112
56,-6,-5,1.8610625531102254
56,-6,-4,1.8925909201210172
56,-6,-3,1.9231583405858172
56,-6,-2,1.952192784993461
56,-6,-1,1.9799547981165326
56,-6,0,2.0047066841883687
56,-6,1,2.028938206394042
56,-6,2,2.0533157571370584
56,-6,3,2.078016781101017
56,-6,4,2.102367836165263
56,-6,5,2.125665213357513
56,-6,6,2.147482279718101
56,-6,7,2.1689345856811815
56,-6,8,2.190506792114015
56,-6,9,2.212865388326121
56,-6,10,2.235996707225245
56,-5,-10,1.3275957772762077
56,-5,-9,1.3602133430091679
56,-5,-8,1.3955221723505362
56,-5,-7,1.4299511991177567
56,-5,-6,1.462954037140009
56,-5,-5,1.4952750080873425
56,-5,-4,1.5274539503080695
56,-5,-3,1.5595981554715268
56,-5,-2,1.5926241708109814
56,-5,-1,1.6236835284743936
56,-5,0,1.6506552434939297
56,-5,1,1.675862756926797
56,-5,2,1.7015603318196904
56,-5,3,1.7265342306414637
56,-5,4,1.7512677247997206
56,-5,5,1.7754037544699375
56,-5,6,1.7982086001956374
56,-5,7,1.821990205914634
56,-5,8,1.8482493685352472
56,-5,9,1.8735630690643736
56,-5,10,1.8985411632293228
56,-4,-10,0.9520887660207076
56,-4,-9,0.9884333178952638
56,-4,-8,1.0271215965919887
56,-4,-7,1.0632749296791342
56,-4,-6,1.0971398605812481
56,-4,-5,1.1298034469999156
56,-4,-4,1.1628814709813087
56,-4,-3,1.1982741791829614
56,-4,-2,1.2339867553542088
56,-4,-1,1.2673221838685556
56,-4,0,1.2967022733292037
56,-4,1,1.3236906813089881
56,-4,2,1.3494230223807924
56,-4,3,1.374584197598779
56,-4,4,1.3995783810787796
56,-4,5,1.4254304471604378
56,-4,6,1.4535793113052309
56,-4,7,1.4818945916018018
56,-4,8,1.5097666039365134
56,-4,9,1.53584860981081
56,-4,10,1.560303346120314
56,-3,-10,0.5813746778462053
56,-3,-9,0.6209411108288093
56,-3,-8,0.6609601089925622
56,-3,-7,0.6977346607052531
56,-3,-6,0.7317685052956897
56,-3,-5,0.7653913844674053
56,-3,-4,0.8013230684949464
56,-3,-3,0.8394104215550767
56,-3,-2,0.8769205686849014
56,-3,-1,0.911545910172319
56,-3,0,0.9428412251110511
56,-3,1,0.9710937332992339
56,-3,2,0.9971418295094246
56,-3,3,1.0231509054221082
56,-3,4,1.0509455161582755
56,-3,5,1.0809556082169614
56,-3,6,1.112630565621666
56,-3,7,1.1430602717502363
56,-3,8,1.1713623448474864
56,-3,9,1.197732887825996
56,-3,10,1.2226032461536536
56,-2,-10,0.214461102907062
56,-2,-9,0.25511129729749915
56,-2,-8,0.29560801694082756
56,-2,-7,0.33265288209798005
56,-2,-6,0.36763244446825644
56,-2,-5,0.4046269355078381
56,-2,-4,0.4431293715702975
56,-2,-3,0.4822512512578907
56,-2,-2,0.5206511494626559
56,-2,-1,0.5558392187225728
56,-2,0,0.5879355082677179
56,-2,1,0.6187207842299962
56,-2,2,0.6474651867722262
56,-2,3,0.6767370080770395
56,-2,4,0.7078385424305372
56,-2,5,0.7400267750913984
56,-2,6,0.7724281983876004
56,-2,7,0.8039510162584378
56,-2,8,0.8329136671429536
56,-2,9,0.8591327780168955
56,-2,10,0.8850280960566482
56,-1,-10,-0.1512912554386778
56,-1,-9,-0.11000722146904739
56,-1,-8,-0.06907102889870087
56,-1,-7,-0.0309820940437689
56,-1,-6,0.007600619744196568
56,-1,-5,0.046668531540940056
56,-1,-4,0.08600171342476667
56,-1,-3,0.12566376802997986
56,-1,-2,0.16484115843623887
56,-1,-1,0.20076690226736993
56,-1,0,0.23450323079056426
56,-1,1,0.2690962404182559
56,-1,2,0.3023439489346729
56,-1,3,0.3346973902668374
56,-1,4,0.3671911220508256
56,-1,5,0.39965110779178237
56,-1,6,0.43233102662236356
56,-1,7,0.4640198198386499
56,-1,8,0.49451717476113427
56,-1,9,0.5220311427874996
56,-1,10,0.5488325438833968
56,0,-10,-0.5158992712783209
56,0,-9,-0.4741585028088838
56,0,-8,-0.43207024209830364
56,0,-7,-0.3904728655366936
56,0,-6,-0.34991666871447835
56,0,-5,-0.3102682934688726
56,0,-4,-0.27049442010600727
56,0,-3,-0.22998621528638047
56,0,-2,-0.18938246889425336
56,0,-1,-0.1503637147615973
56,0,0,-0.11379592758019698
56,0,1,-0.07740452979590441
56,0,2,-0.040958500227676456
56,0,3,-0.006322572706202678
56,0,4,0.026583393525651748
56,0,5,0.059585468704558844
56,0,6,0.09235618981441276
56,0,7,0.12533276981163505
56,0,8,0.156768839828116
56,0,9,0.18585080190904296
56,0,10,0.21360664302675036
56,1,-10,-0.8794945204142876
56,1,-9,-0.8366600354981544
56,1,-8,-0.7911856021323325
56,1,-7,-0.7480262750456415
56,1,-6,-0.7068656493930594
56,1,-5,-0.6661746549008916
56,1,-4,-0.6249301734380263
56,1,-3,-0.5821692605655382
56,1,-2,-0.5384672963855102
56,1,-1,-0.49771361205491144
56,1,0,-0.4601321458374849
56,1,1,-0.42217787679775576
56,1,2,-0.3843880079976998
56,1,3,-0.34771381382259664
56,1,4,-0.31377786865119395
56,1,5,-0.28039563536460765
56,1,6,-0.24628348511633133
56,1,7,-0.21263306298914306
56,1,8,-0.18035758618695785
56,1,9,-0.1499966731411757
56,1,10,-0.1212104859585381
56,2,-10,-1.2420252609892282
56,2,-9,-1.1958504497695666
56,2,-8,-1.148725919032789
56,2,-7,-1.1044803626620419
56,2,-6,-1.0619954708697104
56,2,-5,-1.019215011208337
56,2,-4,-0.9750178331655744
56,2,-3,-0.9303423911214516
56,2,-2,-0.8857422590307301
56,2,-1,-0.8440615622287828
56,2,0,-0.8049180197303716
56,2,1,-0.7662465653183744
56,2,2,-0.7277807523663536
56,2,3,-0.6894266721148153
56,2,4,-0.6527088976061661
56,2,5,-0.6180634367425469
56,2,6,-0.5838847994241065
56,2,7,-0.5498148375458851
56,2,8,-0.5169813105359607
56,2,9,-0.4858608844355041
56,2,10,-0.45563450506216263
56,3,-10,-1.6012392773228903
56,3,-9,-1.5531098804106842
56,3,-8,-1.5042008928854171
56,3,-7,-1.4586201091221964
56,3,-6,-1.412733922655864
56,3,-5,-1.3676754598770418
56,3,-4,-1.3227025279946447
56,3,-3,-1.2775969894242456
56,3,-2,-1.2326531355015038
56,3,-1,-1.1894650971116603
56,3,0,-1.1490886286652269
56,3,1,-1.109711407439396
56,3,2,-1.0701032127154846
56,3,3,-1.0308963100469495
56,3,4,-0.9921954205560277
56,3,5,-0.9556448493517113
56,3,6,-0.9210551629651886
56,3,7,-0.8864988019544059
56,3,8,-0.8529920616959286
56,3,9,-0.8208747255189122
56,3,10,-0.787560086673873
56,4,-10,-1.9574865052006976
56,4,-9,-1.9076779993044033
56,4,-8,-1.8560270653091617
56,4,-7,-1.8073431053845932
56,4,-6,-1.7608303736936235
56,4,-5,-1.7150171660883695
56,4,-4,-1.669776247759154
56,4,-3,-1.6243157686383194
56,4,-2,-1.5779982828854897
56,4,-1,-1.533755943650461
56,4,0,-1.4921527633191811
56,4,1,-1.4515323207260764
56,4,2,-1.4115077237129137
56,4,3,-1.3717522332886847
56,4,4,-1.3322318534205595
56,4,5,-1.2938554846886365
56,4,6,-1.2578959147422522
56,4,7,-1.2228605818493548
56,4,8,-1.1873493692984851
56,4,9,-1.1518526552437607
56,4,10,-1.114417590771678
56,5,-10,-2.310076248652842
56,5,-9,-2.25724807204701
56,5,-8,-2.2042868355211103
56,5,-7,-2.1548523662581034
56,5,-6,-2.1079002731326004
56,5,-5,-2.0619876246598428
56,5,-4,-2.016258583456746
56,5,-3,-1.9692923990899247
56,5,-2,-1.921751815027029
56,5,-1,-1.876434722605799
56,5,0,-1.8338713412625385
56,5,1,-1.7927831981932971
56,5,2,-1.7526218602581496
56,5,3,-1.7120897387458993
56,5,4,-1.6722144380112611
56,5,5,-1.6326600162746885
56,5,6,-1.5937580620403766
56,5,7,-1.5553769425148156
56,5,8,-1.5170952674950666
56,5,9,-1.4779902133339575
56,5,10,-1.438048548282151
56,6,-10,-2.658734124591486
56,6,-9,-2.604708269746033
56,6,-8,-2.5512841338510635
56,6,-7,-2.501788907976772
56,6,-6,-2.4547047976376004
56,6,-5,-2.4082224920333033
56,6,-4,-2.360994887991818
56,6,-3,-2.312343848822065
56,6,-2,-2.2639987587848034
56,6,-1,-2.2180722868205014
56,6,0,-2.1751880250270657
56,6,1,-2.133518100727163
56,6,2,-2.092551033762014
56,6,3,-2.0517386655644496
56,6,4,-2.010898736506721
56,6,5,-1.9685971038484382
56,6,6,-1.9262831944248446
56,6,7,-1.8844464780484307
56,6,8,-1.842549171560005
56,6,9,-1.8012905900261313
56,6,10,-1.7607433630644096
56,7,-10,-3.0058373667126195
56,7,-9,-2.9515261221016633
56,7,-8,-2.897880779209555
56,7,-7,-2.8481652024674045
56,7,-6,-2.8006126488369008
56,7,-5,-2.7526572502483635
56,7,-4,-2.7035847031399944
56,7,-3,-2.654421705772997
56,7,-2,-2.6054537225491408
56,7,-1,-2.5593828167151953
56,7,0,-2.515923865730291
56,7,1,-2.4734410494118966
56,7,2,-2.43145167568505
56,7,3,-2.3884595869058183
56,7,4,-2.345011005996892
56,7,5,-2.3011527329356616
56,7,6,-2.256251359460196
56,7,7,-2.209871200164734
56,7,8,-2.165847398496642
56,7,9,-2.123885806839876
56,7,10,-2.0827125774722717
56,8,-10,-3.3525834020581518
56,8,-9,-3.2978702079896753
56,8,-8,-3.244051080026126
56,8,-7,-3.1935605941660636
56,8,-6,-3.1439959725834172
56,8,-5,-3.0948939784262763
56,8,-4,-3.0452291733346435
56,8,-3,-2.9957773216235704
56,8,-2,-2.94665127522027
56,8,-1,-2.9000956854192412
56,8,0,-2.8554405621629186
56,8,1,-2.810805164432563
56,8,2,-2.765879550803946
56,8,3,-2.7210871174599216
56,8,4,-2.6764244194238023
56,8,5,-2.630819464121827
56,8,6,-2.5830217295370583
56,8,7,-2.534938750033593
56,8,8,-2.488979595156787
56,8,9,-2.446001779900885
56,8,10,-2.404379352394009
56,9,-10,-3.6984685928301713
56,9,-9,-3.64358116044792
56,9,-8,-3.5888445174484764
56,9,-7,-3.5369202234875226
56,9,-6,-3.486109934641075
56,9,-5,-3.436167241503036
56,9,-4,-3.386553866591638
56,9,-3,-3.3368875839678886
56,9,-2,-3.2869129451103523
56,9,-1,-3.238435197575239
56,9,0,-3.191173331811754
56,9,1,-3.1440518090671428
56,9,2,-3.0972935182665298
56,9,3,-3.051695009833562
56,9,4,-3.0054999292862945
56,9,5,-2.9575595784301787
56,9,6,-2.9087640366677854
56,9,7,-2.8599173491861647
56,9,8,-2.812419613103431
56,9,9,-2.767738822652173
56,9,10,-2.7230473042542394
56,10,-10,-4.043354175363047
56,10,-9,-3.98766852020716
56,10,-8,-3.9316462906891245
56,10,-7,-3.8785438726188843
56,10,-6,-3.8275633528001265
56,10,-5,-3.777461065155794
56,10,-4,-3.7271049459524863
56,10,-3,-3.6758276253698767
56,10,-2,-3.623536713238052
56,10,-1,-3.5723889554949335
56,10,0,-3.5233203625661176
56,10,1,-3.4749820441821972
56,10,2,-3.4277693636803823
56,10,3,-3.380758695876816
56,10,4,-3.332465474995357
56,10,5,-3.2833466138934866
56,10,6,-3.234064833220328
56,10,7,-3.1847985259900518
56,10,8,-3.1345292687689668
56,10,9,-3.0852135366653393
56,10,10,-3.0381280795136023
57.00000000000001,-10,-10,3.7677773970609367
57.00000000000001,-10,-9,3.743818029872748
57.00000000000001,-10,-8,3.719716978415944
57.00000000000001,-10,-7,3.695284708452773
57.00000000000001,-10,-6,3.6708646303413475
57.00000000000001,-10,-5,3.648330926508646
57.00000000000001,-10,-4,3.6240968867964414
57.00000000000001,-10,-3,3.5984211742216647
57.00000000000001,-10,-2,3.571866561821311
57.00000000000001,-10,-1,3.545725505215383
57.00000000000001,-10,0,3.522669503466692
57.00000000000001,-10,1,3.5008714637996112
57.00000000000001,-10,2,3.4792878899767836
57.00000000000001,-10,3,3.4580378630302104
57.00000000000001,-10,4,3.434507751081863
57.00000000000001,-10,5,3.4099529539164077
57.00000000000001,-10,6,3.3870333143581113
57.00000000000001,-10,7,3.3655641607898166
57.00000000000001,-10,8,3.3466891394708846
57.00000000000001,-10,9,3.3304792810302746
57.00000000000001,-10,10,3.3143289240034295
57.00000000000001,-9,-10,3.3646839398212953
57.00000000000001,-9,-9,3.3421972455256794
57.00000000000001,-9,-8,3.31844951591913
57.00000000000001,-9,-7,3.294361644453227
57.00000000000001,-9,-6,3.2729734780945017
57.00000000000001,-9,-5,3.2529027358756166
57.00000000000001,-9,-4,3.2297291340758485
57.00000000000001,-9,-3,3.204433800280857
57.00000000000001,-9,-2,3.1791421293690822
57.00000000000001,-9,-1,3.1567877216657894
57.00000000000001,-9,0,3.1352995503570327
57.00000000000001,-9,1,3.114621827705901
57.00000000000001,-9,2,3.0944645221398446
57.00000000000001,-9,3,3.0740983080944138
57.00000000000001,-9,4,3.054053337734847
57.00000000000001,-9,5,3.0330918775191424
57.00000000000001,-9,6,3.0146368776620607
57.00000000000001,-9,7,2.997678377857193
57.00000000000001,-9,8,2.9816172712064053
57.00000000000001,-9,9,2.9660203727971313
57.00000000000001,-9,10,2.950546101091576
57.00000000000001,-8,-10,2.9625394762198094
57.00000000000001,-8,-9,2.9403148093612974
57.00000000000001,-8,-8,2.9170330505281266
57.00000000000001,-8,-7,2.895905442506677
57.00000000000001,-8,-6,2.8771337846389553
57.00000000000001,-8,-5,2.8579558990417055
57.00000000000001,-8,-4,2.8351010567482104
57.00000000000001,-8,-3,2.811370417604523
57.00000000000001,-8,-2,2.7899673816502526
57.00000000000001,-8,-1,2.7693271249082567
57.00000000000001,-8,0,2.7488915411012727
57.00000000000001,-8,1,2.729188343433924
57.00000000000001,-8,2,2.7097773922047517
57.00000000000001,-8,3,2.691510558991246
57.00000000000001,-8,4,2.675816029766906
57.00000000000001,-8,5,2.662321996898013
57.00000000000001,-8,6,2.647658038052429
57.00000000000001,-8,7,2.6323248277296387
57.00000000000001,-8,8,2.6168116806719266
57.00000000000001,-8,9,2.6016254119312596
57.00000000000001,-8,10,2.5870494687547336
57.00000000000001,-7,-10,2.5598845558016894
57.00000000000001,-7,-9,2.5384811990510636
57.00000000000001,-7,-8,2.5182534232398215
57.00000000000001,-7,-7,2.4998660559986474
57.00000000000001,-7,-6,2.4821699212396444
57.00000000000001,-7,-5,2.463122129011072
57.00000000000001,-7,-4,2.4415184905193237
57.00000000000001,-7,-3,2.4215944738111035
57.00000000000001,-7,-2,2.402228368706593
57.00000000000001,-7,-1,2.382881622347715
57.00000000000001,-7,0,2.3634928027923925
57.00000000000001,-7,1,2.344421095307147
57.00000000000001,-7,2,2.3268253289288654
57.00000000000001,-7,3,2.314419605144225
57.00000000000001,-7,4,2.30497563791631
57.00000000000001,-7,5,2.294428185507376
57.00000000000001,-7,6,2.281575371003866
57.00000000000001,-7,7,2.2672708871594303
57.00000000000001,-7,8,2.2528998501928874
57.00000000000001,-7,9,2.2391617033311215
57.00000000000001,-7,10,2.226873232626332
57.00000000000001,-6,-10,2.156893634898186
57.00000000000001,-6,-9,2.1390683438059037
57.00000000000001,-6,-8,2.121826956046986
57.00000000000001,-6,-7,2.104499889451075
57.00000000000001,-6,-6,2.0872966965487305
57.00000000000001,-6,-5,2.069415312589533
57.00000000000001,-6,-4,2.051471066207181
57.00000000000001,-6,-3,2.0335397771199566
57.00000000000001,-6,-2,2.0155145877464213
57.00000000000001,-6,-1,1.9974466243521127
57.00000000000001,-6,0,1.9790734790601623
57.00000000000001,-6,1,1.9631161764550682
57.00000000000001,-6,2,1.9522636985832638
57.00000000000001,-6,3,1.9436926375007872
57.00000000000001,-6,4,1.9354408037397963
57.00000000000001,-6,5,1.926043310569668
57.00000000000001,-6,6,1.9154960108836372
57.00000000000001,-6,7,1.9033870271444904
57.00000000000001,-6,8,1.8914446180886002
57.00000000000001,-6,9,1.8796212011810924
57.00000000000001,-6,10,1.86782686667816
57.00000000000001,-5,-10,1.7567370894593741
57.00000000000001,-5,-9,1.7417088374113867
57.00000000000001,-5,-8,1.7259649045958325
57.00000000000001,-5,-7,1.7094221792746047
57.00000000000001,-5,-6,1.6932933697409895
57.00000000000001,-5,-5,1.6793653611643895
57.00000000000001,-5,-4,1.6632512057638902
57.00000000000001,-5,-3,1.6466111423295027
57.00000000000001,-5,-2,1.629873161726953
57.00000000000001,-5,-1,1.6138911208201754
57.00000000000001,-5,0,1.600297682903679
57.00000000000001,-5,1,1.5899710662470818
57.00000000000001,-5,2,1.5815692925483071
57.00000000000001,-5,3,1.573827583070462
57.00000000000001,-5,4,1.5661788937307355
57.00000000000001,-5,5,1.5586233165608472
57.00000000000001,-5,6,1.5508065259207353
57.00000000000001,-5,7,1.5422815368012046
57.00000000000001,-5,8,1.5319607955300514
57.00000000000001,-5,9,1.5206593401705772
57.00000000000001,-5,10,1.5101249351188941
57.00000000000001,-4,-10,1.3588787181338993
57.00000000000001,-4,-9,1.344935579470953
57.00000000000001,-4,-8,1.3297609584006604
57.00000000000001,-4,-7,1.3147948202692636
57.00000000000001,-4,-6,1.3028237606253814
57.00000000000001,-4,-5,1.2907153980392194
57.00000000000001,-4,-4,1.2766531412043258
57.00000000000001,-4,-3,1.2618661331640355
57.00000000000001,-4,-2,1.2487273309458244
57.00000000000001,-4,-1,1.2363631796798242
57.00000000000001,-4,0,1.2271022364604476
57.00000000000001,-4,1,1.2192686161478663
57.00000000000001,-4,2,1.2117344895501387
57.00000000000001,-4,3,1.2049297971131392
57.00000000000001,-4,4,1.1994421953617413
57.00000000000001,-4,5,1.194445494790386
57.00000000000001,-4,6,1.1881256139374345
57.00000000000001,-4,7,1.1811821479599371
57.00000000000001,-4,8,1.172070992646776
57.00000000000001,-4,9,1.1628881922339815
57.00000000000001,-4,10,1.1538487538110698
57.00000000000001,-3,-10,0.9615493206915542
57.00000000000001,-3,-9,0.9478397814002465
57.00000000000001,-3,-8,0.9339898201863703
57.00000000000001,-3,-7,0.9229734750903323
57.00000000000001,-3,-6,0.9140294888687618
57.00000000000001,-3,-5,0.9048382874599916
57.00000000000001,-3,-4,0.8942461358483959
57.00000000000001,-3,-3,0.8829289950800172
57.00000000000001,-3,-2,0.8717331325635675
57.00000000000001,-3,-1,0.8631280587017682
57.00000000000001,-3,0,0.8560342079636305
57.00000000000001,-3,1,0.8493917950678888
57.00000000000001,-3,2,0.8438219456835059
57.00000000000001,-3,3,0.8398144853007392
57.00000000000001,-3,4,0.835966346940384
57.00000000000001,-3,5,0.831724004970935
57.00000000000001,-3,6,0.8253606238444513
57.00000000000001,-3,7,0.8194548113073468
57.00000000000001,-3,8,0.8130658327800567
57.00000000000001,-3,9,0.8073269368125362
57.00000000000001,-3,10,0.7994262305875668
57.00000000000001,-2,-10,0.5638289418922076
57.00000000000001,-2,-9,0.5513255922232367
57.00000000000001,-2,-8,0.5415183578591877
57.00000000000001,-2,-7,0.5340923735220179
57.00000000000001,-2,-6,0.5288368002397628
57.00000000000001,-2,-5,0.5239970062015692
57.00000000000001,-2,-4,0.5151972845144106
57.00000000000001,-2,-3,0.5057330399130642
57.00000000000001,-2,-2,0.4985044784080765
57.00000000000001,-2,-1,0.49172163102210653
57.00000000000001,-2,0,0.4860850812738493
57.00000000000001,-2,1,0.4823831941090565
57.00000000000001,-2,2,0.47953789017518805
57.00000000000001,-2,3,0.4765709588472722
57.00000000000001,-2,4,0.47305120012781243
57.00000000000001,-2,5,0.46851859829561826
57.00000000000001,-2,6,0.46299527697828624
57.00000000000001,-2,7,0.4583679704498986
57.00000000000001,-2,8,0.4557872666618201
57.00000000000001,-2,9,0.4513406472361279
57.00000000000001,-2,10,0.4456620192990861
57.00000000000001,-1,-10,0.16704362241298687
57.00000000000001,-1,-9,0.15953932732803136
57.00000000000001,-1,-8,0.15386851953271502
57.00000000000001,-1,-7,0.15060966561762162
57.00000000000001,-1,-6,0.14799242031026758
57.00000000000001,-1,-5,0.1443120583707547
57.00000000000001,-1,-4,0.13790657466582043
57.00000000000001,-1,-3,0.13196587563756668
57.00000000000001,-1,-2,0.12692255842234898
57.00000000000001,-1,-1,0.12300640125079171
57.00000000000001,-1,0,0.120061588729997
57.00000000000001,-1,1,0.11786726840007905
57.00000000000001,-1,2,0.11581990771148637
57.00000000000001,-1,3,0.11330527607394987
57.00000000000001,-1,4,0.1100874797101257
57.00000000000001,-1,5,0.10603999080754067
57.00000000000001,-1,6,0.10260168488990723
57.00000000000001,-1,7,0.1001844331843996
57.00000000000001,-1,8,0.09810330173122561
57.00000000000001,-1,9,0.09577122291214975
57.00000000000001,-1,10,0.09146187463832522
57.00000000000001,0,-10,-0.22389056303170435
57.00000000000001,0,-9,-0.2261644110042371
57.00000000000001,0,-8,-0.2281218630664234
57.00000000000001,0,-7,-0.23005802854952462
57.00000000000001,0,-6,-0.2319868257424033
57.00000000000001,0,-5,-0.23411221403293775
57.00000000000001,0,-4,-0.2365774368502726
57.00000000000001,0,-3,-0.23867362438245315
57.00000000000001,0,-2,-0.2406307788756909
57.00000000000001,0,-1,-0.24249825373387945
57.00000000000001,0,0,-0.24434493905358395
57.00000000000001,0,1,-0.24615267380055866
57.00000000000001,0,2,-0.24798248848733462
57.00000000000001,0,3,-0.2498803339047761
57.00000000000001,0,4,-0.2518635458949173
57.00000000000001,0,5,-0.25400353517623464
57.00000000000001,0,6,-0.25583042558315855
57.00000000000001,0,7,-0.25758270478293155
57.00000000000001,0,8,-0.25918766884084754
57.00000000000001,0,9,-0.26079135317345953
57.00000000000001,0,10,-0.2622427948418692
57.00000000000001,1,-10,-0.6097171877640074
57.00000000000001,1,-9,-0.6081119589999442
57.00000000000001,1,-8,-0.6088225845265546
57.00000000000001,1,-7,-0.6100073736271542
57.00000000000001,1,-6,-0.6108229126154019
57.00000000000001,1,-5,-0.6086778772040495
57.00000000000001,1,-4,-0.6070200672509067
57.00000000000001,1,-3,-0.6061368610758494
57.00000000000001,1,-2,-0.6061560065826194
57.00000000000001,1,-1,-0.6069313015696047
57.00000000000001,1,0,-0.6084350337796729
57.00000000000001,1,1,-0.6100254840784356
57.00000000000001,1,2,-0.611189952797948
57.00000000000001,1,3,-0.6118147162298394
57.00000000000001,1,4,-0.6118561859061957
57.00000000000001,1,5,-0.6122404223939427
57.00000000000001,1,6,-0.6135402197936355
57.00000000000001,1,7,-0.6148244034923044
57.00000000000001,1,8,-0.6156630322936696
57.00000000000001,1,9,-0.6143926697678754
57.00000000000001,1,10,-0.6121070945762033
57.00000000000001,2,-10,-0.9934610086073119
57.00000000000001,2,-9,-0.9900760458531745
57.00000000000001,2,-8,-0.9887887017929786
57.00000000000001,2,-7,-0.9879535870642658
57.00000000000001,2,-6,-0.9836339608550493
57.00000000000001,2,-5,-0.9785501191176145
57.00000000000001,2,-4,-0.9753350711520254
57.00000000000001,2,-3,-0.9729622358694889
57.00000000000001,2,-2,-0.9712009077401609
57.00000000000001,2,-1,-0.9711273134666365
57.00000000000001,2,0,-0.9719973309512537
57.00000000000001,2,1,-0.9726305898808368
57.00000000000001,2,2,-0.9729000283211394
57.00000000000001,2,3,-0.9721089289361977
57.00000000000001,2,4,-0.9705905657684282
57.00000000000001,2,5,-0.9702768418733378
57.00000000000001,2,6,-0.970512165263684
57.00000000000001,2,7,-0.9696915335029103
57.00000000000001,2,8,-0.9671107156612605
57.00000000000001,2,9,-0.9634869342592483
57.00000000000001,2,10,-0.9595265370609897
57.00000000000001,3,-10,-1.376847621047476
57.00000000000001,3,-9,-1.371989285970744
57.00000000000001,3,-8,-1.3667874769008461
57.00000000000001,3,-7,-1.3606227253371692
57.00000000000001,3,-6,-1.3533334951037657
57.00000000000001,3,-5,-1.3466180237457308
57.00000000000001,3,-4,-1.342390476436655
57.00000000000001,3,-3,-1.339167189701492
57.00000000000001,3,-2,-1.3364457220960695
57.00000000000001,3,-1,-1.3345282808984833
57.00000000000001,3,0,-1.334179162365116
