ang (deg),IA (A),IB (A),Coil A flux (Wb),Coil B flux (Wb),Coil C flux (Wb)
0,-5,1,-0.046095918884518756,0.03461499200629562,0.015219392189057586
0,-5,2,-0.04608586133736324,0.03501752815712379,0.014632634659496114
0,-5,3,-0.04607792572099644,0.03541131677315491,0.014046210607192586
0,-5,4,-0.0460698565283228,0.035800336306351016,0.013460379693103383
0,-5,5,-0.046061294646037906,0.03618764736624227,0.012872403744052938
0,-5,6,-0.046052921977115545,0.03657461888868787,0.01228419785525795
0,-5,7,-0.04604410999650665,0.03695505921936389,0.011695277211359281
0,-5,8,-0.04603352752805911,0.03732088370523798,0.01110541720625693
0,-5,9,-0.046022773766609085,0.037673867384052095,0.010518265134733388
0,-5,10,-0.046013648495318075,0.03802825475936018,0.009929181276529794
0,-4,-10,-0.04592295806126746,0.029625953085859736,0.02097307071921894
0,-4,-9,-0.045916604258241754,0.030108971478661,0.020434420436684468
0,-4,-8,-0.045909969464263164,0.03059236087855572,0.019886191079931597
0,-4,-7,-0.045903297293457455,0.031069647931393118,0.019314553327015493
0,-4,-6,-0.04589641699915986,0.03154088762706778,0.018737344741727543
0,-4,-5,-0.04588935998517183,0.03200923324759216,0.01815880157729044
0,-4,-4,-0.04588232263836354,0.032477376630178176,0.017577207616710507
0,-4,-3,-0.04587489350853793,0.03292759700312007,0.016993712438435477
0,-4,-2,-0.04586774417012312,0.03336353133494461,0.016410047314292697
0,-4,-1,-0.045860513443487676,0.0337935730371351,0.015825195896656624
0,-4,0,-0.04585268550385166,0.034222280916298066,0.015240034150134195
0,-4,1,-0.04584448502763187,0.03464475868780435,0.01465366642769652
0,-4,2,-0.04583631553002042,0.03504686907914382,0.014067529189426942
0,-4,3,-0.04582783769691511,0.035440606002362235,0.013480964624573901
0,-4,4,-0.0458188281359455,0.03582934920273143,0.012892670943414494
0,-4,5,-0.04580907065362777,0.03621681293573563,0.012303720555085022
0,-4,6,-0.04579902104252401,0.03660394356524279,0.011713784212288325
0,-4,7,-0.045788035673261084,0.036983664056829325,0.011123382452906392
0,-4,8,-0.04577490002380528,0.037347759114340746,0.010534464696789569
0,-4,9,-0.04576057950812247,0.03770307282229217,0.009945971616560474
0,-4,10,-0.0457461439526924,0.03805420328044848,0.009357116254825406
0,-3,-10,-0.04567471227780908,0.029656284132315625,0.020458362148930223
0,-3,-9,-0.045667769787384,0.030141300279437813,0.019909360973762807
0,-3,-8,-0.04566082511667144,0.03062056688660239,0.0193370100305529
0,-3,-7,-0.04565421869936693,0.031098762766053244,0.018759862972298407
0,-3,-6,-0.04564739843974042,0.031570111939099345,0.018181293548453204
0,-3,-5,-0.04564050658968081,0.03203939063113827,0.017599839516032865
0,-3,-4,-0.04563289172035327,0.032506687764722715,0.017015726285339094
0,-3,-3,-0.04562508160066282,0.0329568202842354,0.016431703904838564
0,-3,-2,-0.045617737804647486,0.03339272019021433,0.015846761277217958
0,-3,-1,-0.045609983996989366,0.03382287870985686,0.015261392977374635
0,-3,0,-0.045602081895896845,0.034251740747798506,0.014675155924190997
0,-3,1,-0.0455933795344454,0.034674177719678574,0.014088578357042296
0,-3,2,-0.04558449426281093,0.03507656873780297,0.013501245124841368
0,-3,3,-0.045574832320998813,0.0354699480532221,0.012912229868264794
0,-3,4,-0.04556439119814484,0.035858848941159156,0.012322986405217139
0,-3,5,-0.04555274028820837,0.03624648894197432,0.01173246355059915
0,-3,6,-0.04553889784093833,0.036633101059067384,0.01114060206409704
0,-3,7,-0.04552437276024801,0.03701258570469654,0.010549747400912409
0,-3,8,-0.04550982964019548,0.03737745616239228,0.009960739226511866
0,-3,9,-0.04549538715663664,0.037732491324860874,0.009372064873437573
0,-3,10,-0.0454809353113843,0.0380832512610796,0.00878332196079061
0,-2,-10,-0.04542333408527721,0.029686778166401508,0.019932143856013235
0,-2,-9,-0.04541713599044722,0.030168196347531675,0.019359387607600587
0,-2,-8,-0.04541076950079478,0.030649930391994644,0.018781878696681957
0,-2,-7,-0.04540435040248928,0.031127538069169614,0.018203494599084644
0,-2,-6,-0.04539721719771481,0.03159961510128309,0.01762172961266269
0,-2,-5,-0.04539011327366992,0.03206943725239681,0.017038174003149806
0,-2,-4,-0.04538217187157303,0.032536624295495635,0.016453262747879296
0,-2,-3,-0.045374127494098596,0.0329862514516876,0.01586814405394069
0,-2,-2,-0.045366080744720955,0.033421482075526275,0.015282826297060102
0,-2,-1,-0.04535816488827531,0.03385262361120727,0.014696601136657338
0,-2,0,-0.04534863958949804,0.034281606852114045,0.014109172312800004
0,-2,1,-0.04533883193572008,0.03470391106001627,0.013521282891483178
0,-2,2,-0.04532815528841676,0.035106089547701544,0.012931511021865558
0,-2,3,-0.045316005554219475,0.03549967761665516,0.012341031498209087
0,-2,4,-0.045302146323302483,0.03588944576025114,0.01174930729351195
0,-2,5,-0.04528746871757249,0.036277695721984124,0.011156441954515305
0,-2,6,-0.045273042790086204,0.03666334967819959,0.01056534709992029
0,-2,7,-0.045258376542173656,0.03704245563485751,0.009976263908542594
0,-2,8,-0.045243854892921154,0.037407094353844934,0.009387129454154335
0,-2,9,-0.045229436882012676,0.0377618785792085,0.008798064363142143
0,-2,10,-0.04521498590968416,0.038112035892496746,0.008209135367389086
0,-1,-10,-0.045169817249075754,0.029713627661386532,0.019381487698752947
0,-1,-9,-0.04516367128331039,0.030196667471601314,0.018804085839870158
0,-1,-8,-0.04515696394841821,0.030679038573111033,0.018224880068808322
0,-1,-7,-0.04514996367346263,0.031156193577208113,0.017643595504105738
0,-1,-6,-0.0451432003366941,0.03162874317856348,0.017059758698502278
0,-1,-5,-0.04513552708987895,0.032098724857652826,0.016475097176450383
0,-1,-4,-0.04512743567314709,0.03256595393991577,0.015889350297040257
0,-1,-3,-0.045118580302214065,0.03301537069538562,0.01530329684060778
0,-1,-2,-0.04511009131514161,0.033451268894285,0.014716770562647174
0,-1,-1,-0.045100341211777834,0.0338818671306719,0.014129208881593877
0,-1,0,-0.04508838354152663,0.03431170316256776,0.013540388056572629
0,-1,1,-0.0450761352969582,0.034733937583534186,0.012949749134616464
0,-1,2,-0.0450628738007816,0.03513721605823612,0.012357820904244166
0,-1,3,-0.04504849297914716,0.035530754970938716,0.011765563062577923
0,-1,4,-0.04503396314284407,0.03592022592570288,0.011173114321038477
0,-1,5,-0.04501973771787483,0.03630849777933105,0.01058067012047989
0,-1,6,-0.04500488705386008,0.03669343805880907,0.009991588467403105
0,-1,7,-0.04499006281062442,0.0370723058047749,0.009402114932013995
0,-1,8,-0.044975384773856056,0.03743631202925158,0.008812793213611704
0,-1,9,-0.044960609468304505,0.037791194602786425,0.008223466182335363
0,-1,10,-0.044945472168132605,0.038140736891282126,0.007634279041198472
0,0,-10,-0.044912451230616976,0.0297409383749663,0.018825952837281952
0,0,-9,-0.04490699552640912,0.030225526091654485,0.018246569642911162
0,0,-8,-0.04490067146639326,0.03070684438011715,0.01766525094410552
0,0,-7,-0.04489319050215267,0.03118486072470257,0.017081345437411116
0,0,-6,-0.044885503573273804,0.03165786842968444,0.01649642886177685
0,0,-5,-0.044877255611871766,0.0321278862352544,0.01591018379769092
0,0,-4,-0.0448689151082925,0.03259514160599481,0.015323931209818472
0,0,-3,-0.044858132686011784,0.03304510349025948,0.014736317533005664
0,0,-2,-0.0448472266875641,0.033481431243266746,0.014148230738157158
0,0,-1,-0.044834126362400924,0.033912077840090586,0.013558589527146695
0,0,0,-0.044820724054666194,0.03434262914202833,0.012966913062378613
0,0,1,-0.04480647260194363,0.034764644711874876,0.012374568860592156
0,0,2,-0.044792496011714936,0.03516700207969308,0.011782265506234044
0,0,3,-0.04477843224716267,0.03556097283226744,0.01118963059354168
0,0,4,-0.04476455167859778,0.035951080834953686,0.010596795223502882
0,0,5,-0.0447495406061567,0.03633790022895251,0.010006849877271585
0,0,6,-0.0447347921362206,0.03672342781807124,0.009416943144246992
0,0,7,-0.044719885409128954,0.03710194787685423,0.008827298435007017
0,0,8,-0.04470427583557194,0.03746587989390894,0.008237710280573662
0,0,9,-0.04468832185361561,0.03782066009150443,0.007647247014034844
0,0,10,-0.044671674310634686,0.038169733567947735,0.007058340360933865
0,1,-10,-0.04465315110099312,0.02976792384274939,0.018268467605228524
0,1,-9,-0.04464761074293382,0.030252088571293176,0.017686372512539735
0,1,-8,-0.04464132661938932,0.030735134520808012,0.017102576506666266
0,1,-7,-0.04463426334759349,0.031214216948816147,0.016517630226763093
0,1,-6,-0.04462520335741141,0.0316871730215833,0.01593080036321131
0,1,-5,-0.0446152131357653,0.032158289086321304,0.015343305913780724
0,1,-4,-0.04460267868342725,0.03262511242219855,0.014754930269969388
0,1,-3,-0.04459121558697134,0.03307539309126196,0.01416642463644908
0,1,-2,-0.04458033577814365,0.03351185118918915,0.013576311406452593
0,1,-1,-0.04456410169051993,0.03394293042180446,0.012983960668077842
0,1,0,-0.044549901282907055,0.034373644401508335,0.012391365285094342
0,1,1,-0.04453539870915405,0.03479558291777017,0.011798687928234243
0,1,2,-0.04452116659040105,0.03519753926087407,0.011205268808322526
0,1,3,-0.04450691811581376,0.03559172054708949,0.01061168823202106
0,1,4,-0.04449243468308684,0.03598113428603251,0.010022167661708955
0,1,5,-0.04447770521077285,0.03636759306751783,0.009431807627339415
0,1,6,-0.04446221484217273,0.03675314719716289,0.008841553419266499
0,1,7,-0.04444641584855373,0.03713175189848072,0.00825121660082545
0,1,8,-0.04442974434136575,0.03749584645143601,0.007660343663489478
0,1,9,-0.04441180385371965,0.03785031080224993,0.007070222237434328
0,1,10,-0.04439195981596689,0.03819945419835103,0.006480791205984869
0,2,-10,-0.04439086610240925,0.02979518591084942,0.017707482845526003
0,2,-9,-0.044386014587305664,0.03028291369613045,0.01712323373878376
0,2,-8,-0.04437473299515118,0.03076288968516325,0.016537645691211963
0,2,-7,-0.044365359093881826,0.031242792987376485,0.015949803463996135
0,2,-6,-0.04435612166328017,0.03171774080786906,0.015361842811833878
0,2,-5,-0.044343696292549035,0.032187584968350724,0.014773495231080657
0,2,-4,-0.04433088873237619,0.03265540035310355,0.014183802749590382
0,2,-3,-0.044320453147749087,0.033106282364623374,0.013592833318843688
0,2,-2,-0.04430405709527226,0.03354163431695558,0.013000721346038907
0,2,-1,-0.04429018967397543,0.03397377862837822,0.012407988480485563
0,2,0,-0.04427595242319603,0.03440473749328207,0.011815180243565865
0,2,1,-0.04426146987153666,0.03482631681917974,0.011221892263185498
0,2,2,-0.04424778517190851,0.035227936636136443,0.010628999456255606
0,2,3,-0.0442338259294028,0.03562207294235051,0.01003771457083748
0,2,4,-0.04421849811815794,0.036011374434008175,0.009446361757061383
0,2,5,-0.044200770577158356,0.036397511012877956,0.008855396211954225
0,2,6,-0.04418374789260494,0.036783222018345885,0.008264457209230355
0,2,7,-0.04416553030752598,0.037162117586657765,0.0076729131765035565
0,2,8,-0.04414542003112773,0.03752642333875053,0.007080762278838013
0,2,9,-0.04412446985450245,0.03788083523676505,0.006490225886660996
0,2,10,-0.04410313647083675,0.03822997720081166,0.005900971956951013
0,3,-10,-0.04411687514209713,0.029822086187839682,0.01714226336027968
0,3,-9,-0.04410842148683753,0.030307669497522477,0.016556406298591314
0,3,-8,-0.04409873583972668,0.03079080690913974,0.015968709743101956
0,3,-7,-0.044089175838231735,0.03127119268324038,0.01538035034469993
0,3,-6,-0.044078578307244494,0.03174591417356597,0.014791004392713058
0,3,-5,-0.04406673822552717,0.03221765475367356,0.014201020592248266
0,3,-4,-0.0440550643097885,0.03268624908836305,0.013609672214614147
0,3,-3,-0.044042456787688984,0.03313642067483519,0.013017431544871639
0,3,-2,-0.04402699657708219,0.03357181865992701,0.012424608320640169
0,3,-1,-0.04401336259093563,0.03400423567724479,0.011831651722304154
0,3,0,-0.04399896479345083,0.03443572635674662,0.011237991914017418
0,3,1,-0.043986280882199816,0.03485766295074511,0.010644667231413024
0,3,2,-0.043970794934398184,0.035258564721286266,0.010052864231980888
0,3,3,-0.043954519489714586,0.03565262009919988,0.009460571204112722
0,3,4,-0.04393590155174107,0.03604166498825491,0.008868376203679218
0,3,5,-0.043917058112526344,0.03642801466453877,0.008276704757764233
0,3,6,-0.043896410650091665,0.0368143408470303,0.00768401500075786
0,3,7,-0.04387532505306094,0.03719366116227777,0.007091083957824261
0,3,8,-0.04385413740654363,0.03755738655960426,0.006499566366473278
0,3,9,-0.043832983772993044,0.03791116275677059,0.005910117945460218
0,3,10,-0.04381174285942526,0.0382603571838243,0.005320924671588584
0,4,-10,-0.04383493076715696,0.029849779907009714,0.016574659242105598
0,4,-9,-0.04382317376151803,0.03033385793479413,0.01598685779735047
0,4,-8,-0.04381494484089041,0.030820861803555286,0.015397889197456258
0,4,-7,-0.04380186146993265,0.03129898165776309,0.01480814342144193
0,4,-6,-0.043791051241736365,0.03177396984531244,0.014217864252347695
0,4,-5,-0.043780903703831885,0.032247350660913006,0.013626072325787213
0,4,-4,-0.04376991856270589,0.03271559384659883,0.013033838136987455
0,4,-3,-0.04375775437888976,0.033166265776255,0.012440822779152079
0,4,-2,-0.04374024293578543,0.033601786928805014,0.011847504935238925
0,4,-1,-0.04372585751163092,0.03403426680047789,0.011253843248380893
0,4,0,-0.04371061135337611,0.03446636140949444,0.010659555937591086
0,4,1,-0.04369807895361527,0.03488781303692533,0.010067226525283164
0,4,2,-0.0436810289005439,0.0352894118787007,0.009474118563051366
0,4,3,-0.043658781082070504,0.0356832143850887,0.008880383488192919
0,4,4,-0.043638289091980254,0.036071944658099736,0.008287499724859062
0,4,5,-0.0436173806333598,0.03645907276261512,0.007694347079257513
0,4,6,-0.04359670110173569,0.03684583951627548,0.007101302660199102
0,4,7,-0.0435752990327907,0.03722502843169616,0.0065091207729552165
0,4,8,-0.04355372693783708,0.03758784758244456,0.0059190367953457
0,4,9,-0.04353214065103407,0.03794134601693203,0.005329447442639681
0,4,10,-0.04351037713391695,0.03829045323149698,0.0047409131638263755
0,5,-10,-0.043539920332562765,0.029875945848631666,0.016004046093484714
0,5,-9,-0.0435289883570523,0.03036169454368873,0.01541479941546064
0,5,-8,-0.043517916332126816,0.030846537687997486,0.014824957452378345
0,5,-7,-0.04350671397821071,0.03132678078178681,0.014234470671220488
0,5,-6,-0.043495315718317135,0.03180175241495652,0.01364234206964198
0,5,-5,-0.04348348896494057,0.03227513100744281,0.01304969467694204
0,5,-4,-0.043471453555372026,0.032743678349716906,0.012456496973534336
0,5,-3,-0.04345858082463435,0.03319410432416714,0.011862923765981243
0,5,-2,-0.04344452023794927,0.03363156685542332,0.011268831235333674
0,5,-1,-0.04342929841759125,0.03406458150887616,0.010674248586872687
0,5,0,-0.0434119487015224,0.034496943715776544,0.01008045744243402
0,5,1,-0.04339387125851412,0.034918685669973935,0.0094864015499384
0,5,2,-0.04337318008199847,0.03532050137399236,0.008891695561897797
0,5,3,-0.04335270880583567,0.035714225444976315,0.008297759441677963
0,5,4,-0.043331993840823056,0.03610288552346449,0.0077044922120087
0,5,5,-0.04331099940273184,0.036490036144067185,0.007111437312357389
0,5,6,-0.04328975568927088,0.03687703080411958,0.006518852517562666
0,5,7,-0.04326832851916721,0.03725604645211598,0.005927961695796885
0,5,8,-0.04324670899756726,0.037617939931210494,0.005337874514880819
0,5,9,-0.04322492880578315,0.037971547772258585,0.004750039362323374
0,5,10,-0.043202970378155965,0.03832065081560635,0.004160324761016668
0,6,-10,-0.04324412275369277,0.029903727429595788,0.015431629524964326
0,6,-9,-0.043232889426310636,0.03038950152410102,0.01484163003422693
0,6,-8,-0.043221303404915465,0.030874563255266066,0.014250901847991474
0,6,-7,-0.0432101463966192,0.03135690593752658,0.013658302478199472
0,6,-6,-0.043197789345318545,0.03182919560042005,0.01306602978326299
0,6,-5,-0.04318562365423029,0.0323026984268486,0.012472121870818824
0,6,-4,-0.043172859215027906,0.032771932535315754,0.011878235141681213
0,6,-3,-0.043159436478347524,0.03322296681818549,0.011283390115311582
0,6,-2,-0.0431428386961717,0.03366110827341776,0.010687618954903827
0,6,-1,-0.04312536489040605,0.034095092863368204,0.0100930178129031
0,6,0,-0.04310596308713008,0.03452836498204136,0.00949775566254081
0,6,1,-0.04308602591745348,0.03494968874149137,0.00890261175113328
0,6,2,-0.043065479302395834,0.035351835783601716,0.008308258623995908
0,6,3,-0.043044782101348385,0.035745063525738384,0.007714520858858494
0,6,4,-0.04302389247204208,0.03613358212481415,0.007121280793538681
0,6,5,-0.043003027410422216,0.036521083294422524,0.0065287258135880415
0,6,6,-0.042982082781119535,0.036908014651167005,0.005937478311929186
0,6,7,-0.04296091480170252,0.037287774042316355,0.005346464858413978
0,6,8,-0.04293868564997713,0.03764818052780238,0.0047572950095637325
0,6,9,-0.0429154234144075,0.03800162099680735,0.004167925955692917
0,6,10,-0.04289222100030134,0.03835072341976145,0.0035794245174706756
0,7,-10,-0.04294680399028951,0.02993158436303902,0.014858035091999741
0,7,-9,-0.04293563009267366,0.030418332332164098,0.01426710455645759
0,7,-8,-0.042923042828899236,0.03090258204355504,0.013674243241022475
0,7,-7,-0.04291070643351682,0.03138238485638783,0.013081682752107736
0,7,-6,-0.042898227889520475,0.03185776681536638,0.012487593034908057
0,7,-5,-0.04288305507216531,0.0323310512092378,0.011892525125565543
0,7,-4,-0.04286753541451076,0.032800604336244765,0.01129659563455012
0,7,-3,-0.042851316914977136,0.03325190546528928,0.010700242059731496
0,7,-2,-0.04283385145677267,0.03369088609953738,0.010104731684129549
0,7,-1,-0.042815320673139666,0.034125352762791814,0.009509227714586179
0,7,0,-0.04279700962797413,0.03455884777540601,0.008913786781379598
0,7,1,-0.0427770454763925,0.03498073437115821,0.008319153155723711
0,7,2,-0.042756922678483335,0.03538307176016675,0.007724760776600885
0,7,3,-0.042736223396754515,0.03577578153165353,0.007131095759639787
0,7,4,-0.04271540822419123,0.03616425797359847,0.006538532809911796
0,7,5,-0.04269404009881918,0.036551910664776525,0.005947519967250798
0,7,6,-0.042672411590435534,0.03693903000029954,0.005354954178651209
0,7,7,-0.042650097762740966,0.037316877682349446,0.004764612108503807
0,7,8,-0.04262705000796646,0.03767859359431764,0.004173907947124282
0,7,9,-0.04260346504292733,0.03803213127163077,0.003585902638872723
0,7,10,-0.04257974788206938,0.038380677633362226,0.003000965151949002
0,8,-10,-0.0426474516647851,0.029959706641208318,0.014282884342250642
0,8,-9,-0.04263508345020022,0.030445428973051858,0.013690016720577517
0,8,-8,-0.042621329712225396,0.030930904253660286,0.013096521366686814
0,8,-7,-0.04260585156424163,0.03141090556427569,0.012501420693048881
0,8,-6,-0.04259015444808881,0.03188608368751343,0.011905934289328122
0,8,-5,-0.042574124741249365,0.032360036264516036,0.011309449865969028
0,8,-4,-0.04255710437929164,0.03282964379616997,0.010712315124567532
0,8,-3,-0.042539855761817735,0.03328091778071686,0.010116173266853866
0,8,-2,-0.04252233461957092,0.033720303256707204,0.009520859844131521
0,8,-1,-0.04250431867373545,0.03415537865103645,0.008924945606762965
0,8,0,-0.042486989308652585,0.034588859448053635,0.00833033774861443
0,8,1,-0.04246713527789439,0.03501180449216818,0.007735193561511549
0,8,2,-0.04244698220096751,0.03541360788749029,0.007139071768290002
0,8,3,-0.04242642543316412,0.03580629099642158,0.0065478321369922
0,8,4,-0.04240516529579181,0.03619519205071764,0.005955036047456303
0,8,5,-0.04238299982417795,0.03658283840979323,0.005362715919797219
0,8,6,-0.04236041857816474,0.03697029292396349,0.004768989276020297
