 ang (deg),IA (A),IB (A),Coil A flux (Wb),Coil B flux (Wb),Coil C flux (Wb),Axial torque (N*m)
3.0000000000000004,-70,-90,-0.056591685645302106,-0.019209114539043212,0.05862078092442698,34.19797297363054
3.0000000000000004,-70,-80,-0.05674539019085429,-0.016343192870104148,0.0576095734758592,32.37092950918154
3.0000000000000004,-70,-70,-0.05684704062982354,-0.012687398106026013,0.05658466587982614,30.268081704987605
3.0000000000000004,-70,-60,-0.05691322572620883,-0.008283419292545325,0.05549105704474648,27.86779938392482
3.0000000000000004,-70,-50,-0.056955083118318865,-0.0033349102918378785,0.05430247628158156,25.224083516030245
3.0000000000000004,-70,-40,-0.0569851225716162,0.0017044052700038047,0.05302147338325192,22.492626790675807
3.0000000000000004,-70,-30,-0.05700348253590172,0.0068843558441667434,0.05162202339642005,19.647420725707434
3.0000000000000004,-70,-20,-0.057014697760437064,0.012244184780716311,0.05005573931348095,16.64642705652579
3.0000000000000004,-70,-10,-0.05701385374089419,0.01761886555198941,0.04826693064230844,13.522032465077624
3.0000000000000004,-70,0,-0.05701321309231497,0.022483004858367666,0.04614421645095729,10.411812954070218
3.0000000000000004,-70,10,-0.05701955478778701,0.026869529993017702,0.04363568829575697,7.284152982923383
3.0000000000000004,-70,20,-0.05703017928926096,0.030784566482434602,0.04082196425916325,4.189550340608152
3.0000000000000004,-70,30,-0.05703890191830273,0.03434419957590994,0.037699325083469334,1.1186496879416787
3.0000000000000004,-70,40,-0.057038707218032725,0.03769793043658779,0.03434868554571017,-1.9547281545584765
3.0000000000000004,-70,50,-0.057030238190372916,0.040825077276611305,0.03079492398274749,-5.027925078915828
3.0000000000000004,-70,60,-0.057019651419234235,0.04365015594424602,0.026877268476883306,-8.128153085471014
3.0000000000000004,-70,70,-0.0570137462542699,0.04616969838784341,0.022491463668955197,-11.260016578350822
3.0000000000000004,-70,80,-0.05701504526062917,0.04830310028508994,0.017634384482218365,-14.381035208831975
3.0000000000000004,-70,90,-0.05701545456606538,0.050102673344527136,0.012267381996362884,-17.510865638805473
3.0000000000000004,-70,100,-0.057003995588020474,0.051680563272892686,0.006915864285341162,-20.516419357002235
3.0000000000000004,-60,-100,-0.05501652508744766,-0.021777724599625764,0.05866789956151284,35.373102696657604
3.0000000000000004,-60,-90,-0.055281536830566524,-0.019370977042574893,0.05764327653073144,33.679597637873
3.0000000000000004,-60,-80,-0.055473372033283466,-0.016461485496592928,0.05660053840227506,31.814250233907654
3.0000000000000004,-60,-70,-0.055601257754499485,-0.012763369202029686,0.05549688234465577,29.648206026327262
3.0000000000000004,-60,-60,-0.055670497718179016,-0.008340157583732152,0.05430169213944255,27.187364490108088
3.0000000000000004,-60,-50,-0.055717920674467375,-0.0033694221340025204,0.05303369227376095,24.49627563939903
3.0000000000000004,-60,-40,-0.055754031092817714,0.0016958355605726947,0.05165594846249996,21.7092239253215
3.0000000000000004,-60,-30,-0.05578115688788521,0.006922093112842021,0.05013371716438785,18.788154634869205
3.0000000000000004,-60,-20,-0.05579579641437174,0.01234116338592411,0.048406847812435545,15.688869222265252
3.0000000000000004,-60,-10,-0.0557988098837515,0.01782161089913283,0.04641797589857238,12.440258084448883
3.0000000000000004,-60,0,-0.05580302001730671,0.022838734361110256,0.044077890555988694,9.183600070872005
3.0000000000000004,-60,10,-0.055810777751193245,0.027375371999155053,0.041408067825713483,5.939501343273631
3.0000000000000004,-60,20,-0.055824108584583074,0.03139906702359191,0.03836599370663564,2.7331319927841227
3.0000000000000004,-60,30,-0.05583643319198255,0.03500016268796793,0.035007580235279924,-0.4155695971182752
3.0000000000000004,-60,40,-0.0558265937316535,0.03835777320037396,0.03141378349965858,-3.5643833097444992
3.0000000000000004,-60,50,-0.05581448464488794,0.04141592814358079,0.027386406175882273,-6.773736961978135
3.0000000000000004,-60,60,-0.05580666521121052,0.04409657440105299,0.022852505089495073,-10.02322418770708
3.0000000000000004,-60,70,-0.05580194195729121,0.046445229238431404,0.017835100961433658,-13.285185301176217
3.0000000000000004,-60,80,-0.05579826419813469,0.04844512063505666,0.012366400203394577,-16.542394815713166
3.0000000000000004,-60,90,-0.05578322711485265,0.05018099563490244,0.00695205731896637,-19.64750534695921
3.0000000000000004,-60,100,-0.055755464124253376,0.05171343974926091,0.0017466777869092752,-22.567594471734065
3.0000000000000004,-50,-100,-0.05354299238578353,-0.022052598066617326,0.05769282663204786,34.91109394655157
3.0000000000000004,-50,-90,-0.05385865524882872,-0.019582722054418064,0.05663422264837667,33.171048769186065
3.0000000000000004,-50,-80,-0.054088995256777635,-0.016606627740147876,0.055520049855312635,31.236795019950282
3.0000000000000004,-50,-70,-0.054238531764303724,-0.012856721350237185,0.05431210868630378,28.99475466832773
3.0000000000000004,-50,-60,-0.054339753640335026,-0.008402269167267669,0.05303789157914035,26.47941155539847
3.0000000000000004,-50,-50,-0.054402150341575764,-0.003404917319656037,0.05167766689351011,23.732502910033425
3.0000000000000004,-50,-40,-0.05444915026452524,0.0017011465384924205,0.05019110618221168,20.877360335937414
3.0000000000000004,-50,-30,-0.054485335410704404,0.006977577088084131,0.04851599549528003,17.864079753994098
3.0000000000000004,-50,-20,-0.0545113017321212,0.012457509565231086,0.046586031921582165,14.648120234141592
3.0000000000000004,-50,-10,-0.05452246644779512,0.018034060006948356,0.044380544045619856,11.2725154768663
3.0000000000000004,-50,0,-0.054529417779704915,0.023218121277884453,0.04186419692731783,7.8821999445593125
3.0000000000000004,-50,10,-0.054531056406311465,0.027882554412262058,0.03891224185163964,4.502836430883756
3.0000000000000004,-50,20,-0.054526732489737134,0.031991627754391544,0.03561878429274839,1.2030298592057584
3.0000000000000004,-50,30,-0.054526569640601985,0.035612434128437655,0.03200682603650606,-2.0302953822595895
3.0000000000000004,-50,40,-0.054531253641859005,0.038910922804077964,0.02789882029950038,-5.329722470733488
3.0000000000000004,-50,50,-0.054530087536653234,0.04187151114813915,0.023234686755496236,-8.712270593419264
3.0000000000000004,-50,60,-0.05452380933787097,0.04440061383911993,0.018053316406146366,-12.108133041337153
3.0000000000000004,-50,70,-0.054513633714828987,0.04661260099419429,0.01248719627187953,-15.488578770586717
3.0000000000000004,-50,80,-0.05448745252642293,0.048556952502396826,0.007005492374100917,-18.714955510535876
3.0000000000000004,-50,90,-0.05445177515718855,0.050239481051826074,0.0017478855360145266,-21.727225611409292
3.0000000000000004,-50,100,-0.05440440023857256,0.051736673758774804,-0.003359194880843621,-24.589107843399333
3.0000000000000004,-40,-100,-0.05191874122197007,-0.022414673092951243,0.05668164324443337,34.47430982456701
3.0000000000000004,-40,-90,-0.05231600773058383,-0.019849875603669374,0.05554992638780097,32.64739794273227
3.0000000000000004,-40,-80,-0.05259363189790578,-0.016774067284099733,0.054341948377796156,30.621960866199572
3.0000000000000004,-40,-70,-0.052781492190003665,-0.012965459061879589,0.05305356323299031,28.31473065428932
3.0000000000000004,-40,-60,-0.05289559627644927,-0.00847886758818381,0.05168721465284792,25.74113783199981
3.0000000000000004,-40,-50,-0.052975828469581994,-0.0034401263272842283,0.05023297284302965,22.932711656282965
3.0000000000000004,-40,-40,-0.05303985318086974,0.0017148054578558325,0.048603835267107744,19.990534165313395
3.0000000000000004,-40,-30,-0.053092061418606715,0.007052215388807385,0.046721053810245994,16.856287156674377
3.0000000000000004,-40,-20,-0.05313799885478856,0.012598945843922585,0.044579725671774054,13.524610490021937
3.0000000000000004,-40,-10,-0.053158503151503264,0.0182569318293408,0.042189892227609375,10.04007458858381
3.0000000000000004,-40,0,-0.053169590321608805,0.023585794588688362,0.03934179536600959,6.480334939796633
3.0000000000000004,-40,10,-0.05316739626787092,0.028374905785009126,0.03614649997456884,2.9894016388242504
3.0000000000000004,-40,20,-0.05316289776052528,0.032545755897538324,0.03256120396174522,-0.411162758451302
3.0000000000000004,-40,30,-0.05316781176512861,0.03614156150507262,0.028392332729229898,-3.810749212306362
3.0000000000000004,-40,40,-0.053170260504256155,0.039347293602191837,0.023604835081103236,-7.302005155667961
3.0000000000000004,-40,50,-0.05315935512393926,0.042200961575535705,0.0182787013787498,-10.867313720441354
3.0000000000000004,-40,60,-0.05313877113050416,0.044600464895636044,0.012629354565244721,-14.354414796644017
3.0000000000000004,-40,70,-0.05309259282019719,0.04675077154031099,0.007080082190338623,-17.697044622430962
3.0000000000000004,-40,80,-0.053039444601899965,0.04864410161119532,0.0017588244648835411,-20.83196436691006
3.0000000000000004,-40,90,-0.05297532085623735,0.050281463844762224,-0.0033956693188881646,-23.781000229821004
3.0000000000000004,-40,100,-0.05289454268521253,0.051746976158976624,-0.008420994611713913,-26.594940988142763
3.0000000000000004,-30,-100,-0.05008101577555818,-0.022879080054005435,0.055587885965445706,34.040082431067844
3.0000000000000004,-30,-90,-0.05057148596009434,-0.020196572787315074,0.054391822865170456,32.12609402675165
3.0000000000000004,-30,-80,-0.050929989517809506,-0.016984959869334487,0.053094878877343356,30.000066857218467
3.0000000000000004,-30,-70,-0.051174890294931746,-0.013102721088918317,0.051714257696903,27.61526272583863
3.0000000000000004,-30,-60,-0.05133570531653425,-0.008565072114714016,0.05027024212773666,24.981495102425967
3.0000000000000004,-30,-50,-0.05144484026565692,-0.00347769262565255,0.0486798832317265,22.08806320156049
3.0000000000000004,-30,-40,-0.05153420271627046,0.0017459623858306894,0.0468403724470692,19.019176509742604
3.0000000000000004,-30,-30,-0.05160632024959612,0.007145094068963118,0.0447630173874399,15.775008075929243
3.0000000000000004,-30,-20,-0.051644165952934314,0.012757897146798878,0.04241443097046494,12.332787934214979
3.0000000000000004,-30,-10,-0.051669908983282276,0.018499236910130046,0.03966581070206276,8.678552119896016
3.0000000000000004,-30,0,-0.05169190209141889,0.023944436501899376,0.03657256596240323,5.0036333431204465
3.0000000000000004,-30,10,-0.0517094176998803,0.028829841514488565,0.033044987536237434,1.3922775881574763
3.0000000000000004,-30,20,-0.05170960139165035,0.03303040891452098,0.028848873115088484,-2.2074055007208835
3.0000000000000004,-30,30,-0.051692259880802977,0.03656765011809429,0.023967713158846663,-5.818945845050894
3.0000000000000004,-30,40,-0.05167040336443898,0.03967402315003214,0.018522639192299642,-9.496487128558465
3.0000000000000004,-30,50,-0.05164505530194444,0.042428317399181896,0.012787944467973166,-13.154949534608209
3.0000000000000004,-30,60,-0.05160243966534688,0.044780739874063925,0.007170039051401063,-16.606672614172826
3.0000000000000004,-30,70,-0.051534542760108125,0.046872786076465354,0.0017887525614642542,-19.85211166996585
3.0000000000000004,-30,80,-0.05144400784701374,0.04871949025271404,-0.0034350002784392553,-22.927110870793896
3.0000000000000004,-30,90,-0.05133419691854057,0.05031694129480463,-0.008506597972118354,-25.82516581727023
3.0000000000000004,-30,100,-0.051173534216161554,0.051774986030455335,-0.013070417057458811,-28.482241128346356
3.0000000000000004,-20,-100,-0.04804125748894492,-0.023417930266880757,0.05443685160255541,33.61357809992689
3.0000000000000004,-20,-90,-0.04860411646869708,-0.020604871101665374,0.05316374113886498,31.608421753998847
3.0000000000000004,-20,-80,-0.049043403892845776,-0.017259886065930465,0.05177173227301645,29.37946302924113
3.0000000000000004,-20,-70,-0.04935488877534483,-0.013283183399414322,0.050311065159732236,26.91233168374454
3.0000000000000004,-20,-60,-0.049571741727654196,-0.008661001948519646,0.04873363112422872,24.175923814308064
3.0000000000000004,-20,-50,-0.04971890059749227,-0.0035075629461251098,0.046951273919833315,21.162183689473608
3.0000000000000004,-20,-40,-0.04983423971389953,0.0017761630281073165,0.044911083246683574,17.97687150285835
3.0000000000000004,-20,-30,-0.049916741106186734,0.007256057167159171,0.04260587083347783,14.606725091457267
3.0000000000000004,-20,-20,-0.049972957202846696,0.012941189368030286,0.03991569006018506,11.001101230790695
3.0000000000000004,-20,-10,-0.05001518242615403,0.018744428827472365,0.036887958039247555,7.237391860473052
3.0000000000000004,-20,0,-0.0500380879372543,0.024289347065702693,0.03344927034174915,3.4416995113647086
3.0000000000000004,-20,10,-0.05003913174567228,0.029218922918788533,0.029237514633552675,-0.40414470642777506
3.0000000000000004,-20,20,-0.05003789106514764,0.03343600128753653,0.024314247565781814,-4.251111723562574
3.0000000000000004,-20,30,-0.05001515748116017,0.036884968711191714,0.018771596810054678,-8.04862507222387
3.0000000000000004,-20,40,-0.04997332904596782,0.03992159072337067,0.012971547485546579,-11.815621673079752
3.0000000000000004,-20,50,-0.049916588825639416,0.04262049672560672,0.0072782486072249,-15.43102641528879
3.0000000000000004,-20,60,-0.04983431631966627,0.04492883404501794,0.0018191690528587031,-18.799488707125786
3.0000000000000004,-20,70,-0.04971850128415171,0.04698392482548705,-0.003465585940004707,-21.99158272549788
3.0000000000000004,-20,80,-0.049570300345244546,0.0487699272954066,-0.008606516008541796,-25.00938901965083
3.0000000000000004,-20,90,-0.049353259553133716,0.050358201874998475,-0.013248604306408326,-27.767012363704453
3.0000000000000004,-20,100,-0.049042370328408975,0.05182943222078874,-0.017237251472649644,-30.255527510846505
3.0000000000000004,-10,-100,-0.04579999050589494,-0.02403936213268353,0.05322580236237113,33.19815941698218
3.0000000000000004,-10,-90,-0.046452636293157254,-0.021060845083306693,0.05184092295330318,31.07013199890651
3.0000000000000004,-10,-80,-0.046953466686044845,-0.017590615438519905,0.05037549018254168,28.75403838423112
3.0000000000000004,-10,-70,-0.04732838019535947,-0.013502497435497796,0.04881419233904642,26.189308429477343
3.0000000000000004,-10,-60,-0.04760587496686944,-0.008778855928043255,0.04704673433873972,23.31979083026028
3.0000000000000004,-10,-50,-0.04781300136730136,-0.0035475527579803476,0.045038382269375545,20.16653124437999
3.0000000000000004,-10,-40,-0.04797588012546035,0.0018198675554830864,0.04278027911425832,16.85245646861665
3.0000000000000004,-10,-30,-0.04810020468845743,0.007380519820913269,0.0401497297656343,13.322472041377432
3.0000000000000004,-10,-20,-0.04817105710898419,0.013135816597743493,0.03714858502110612,9.577531462205386
3.0000000000000004,-10,-10,-0.04817487149888087,0.01898804136951619,0.03373600418135972,5.683157686854441
3.0000000000000004,-10,0,-0.0481703819194926,0.024620212816182856,0.029572948441342204,1.6321366801432808
3.0000000000000004,-10,10,-0.04817074759436657,0.02955483536532557,0.024646539548987358,-2.4340981504157413
3.0000000000000004,-10,20,-0.04817518238336538,0.033724496376695556,0.01901772564816687,-6.487755809488912
3.0000000000000004,-10,30,-0.04817080626193815,0.037147659070420426,0.01316520869327877,-10.386534766212135
3.0000000000000004,-10,40,-0.04810094167230881,0.040161031317516874,0.007396214988814864,-14.140976415740386
3.0000000000000004,-10,50,-0.04797604640635085,0.042795090226437425,0.0018568208441214979,-17.668371691308284
3.0000000000000004,-10,60,-0.04781238877688742,0.04506040771342769,-0.0035054498310284022,-20.988437185709145
3.0000000000000004,-10,70,-0.047604643347025744,0.047079128919914545,-0.008729540771245202,-24.14704375989856
3.0000000000000004,-10,80,-0.0473277391698467,0.04884939389089024,-0.013465287792487533,-27.032144066099445
3.0000000000000004,-10,90,-0.04695241388009146,0.05042397079835769,-0.017569691821532327,-29.620706452835247
3.0000000000000004,-10,100,-0.04645155459318803,0.051900917511029064,-0.021044308355888275,-31.955590807249177
3.0000000000000004,0,-100,-0.043265228778372036,-0.024696776187867933,0.05192960826112393,32.76114179974993
3.0000000000000004,0,-90,-0.04395468243817894,-0.021575306366606428,0.050467272558277175,30.537999275028643
3.0000000000000004,0,-80,-0.04450035182393572,-0.01796496106294502,0.04890421454905086,28.115088908254272
3.0000000000000004,0,-70,-0.04492438917806759,-0.013741485863714318,0.04717470604338749,25.417294675670455
3.0000000000000004,0,-60,-0.04525904639164684,-0.008914309517201065,0.04516990019780705,22.39435216004808
3.0000000000000004,0,-50,-0.04552032035007807,-0.003611776953246717,0.04296429837714118,19.119921054356297
3.0000000000000004,0,-40,-0.04573749223069621,0.0018457529351206346,0.04037498917604915,15.638173946200766
3.0000000000000004,0,-30,-0.045884008071099026,0.007499175646929337,0.03736816288660902,11.92012074395401
3.0000000000000004,0,-20,-0.04595634207849832,0.01331773327576527,0.033967753398744444,8.028148502335297
3.0000000000000004,0,-10,-0.045985565732302926,0.01923236909354529,0.029847367342616195,3.8971662463382435
3.0000000000000004,0,0,-0.045978479473951055,0.02491403227800059,0.024940298063697342,-0.39693708830809377
3.0000000000000004,0,10,-0.0459856830262322,0.029830561902924265,0.019263562409899675,-4.692928565663083
3.0000000000000004,0,20,-0.04595613476126267,0.03395771059742093,0.013347899972262234,-8.828986171329053
3.0000000000000004,0,30,-0.04588392374155086,0.03737147244229964,0.00752563028595536,-12.727659168677253
3.0000000000000004,0,40,-0.04573765916079976,0.04038575900666046,0.0018807173134116903,-16.447232825718313
3.0000000000000004,0,50,-0.04552018503927314,0.04297633417192755,-0.0035681744331143954,-19.93136178806477
3.0000000000000004,0,60,-0.04525843592703725,0.04519439784492906,-0.00886990811000146,-23.21645967835861
3.0000000000000004,0,70,-0.04492452382785507,0.04720582008259648,-0.01370544985439341,-26.250949336995017
3.0000000000000004,0,80,-0.044500493241002095,0.04894354724739458,-0.01794297096408336,-28.971526637623
3.0000000000000004,0,90,-0.04395394230263479,0.05051506163106174,-0.021556436127173655,-31.41171952418575
3.0000000000000004,0,100,-0.04326404059593957,0.05199056860843187,-0.024679746898349196,-33.65489408332475
3.0000000000000004,10,-100,-0.04043274650633968,-0.02532900699744085,0.05055189537103028,32.27485408299515
3.0000000000000004,10,-90,-0.04111006166234782,-0.022116607256018033,0.0489970597852257,29.974088739014988
3.0000000000000004,10,-80,-0.041702627748191584,-0.018354808895913868,0.04730778318387101,27.432911441153784
3.0000000000000004,10,-70,-0.042172533931383774,-0.013988896915628633,0.04533787402604311,24.56804012882622
3.0000000000000004,10,-60,-0.04255139709224288,-0.009066483925770646,0.04313213118561237,21.40764749723908
3.0000000000000004,10,-50,-0.042833782157236905,-0.003679110941354697,0.04056747274908738,17.95568271288365
3.0000000000000004,10,-40,-0.043061649969318244,0.0018608107413712882,0.03758454575130836,14.278164903147427
3.0000000000000004,10,-30,-0.04322934144638964,0.007595161354018525,0.034183930423065764,10.404592145012588
3.0000000000000004,10,-20,-0.04333356221967896,0.013488729976116727,0.03008267348288596,6.269584407552897
3.0000000000000004,10,-10,-0.043377628143972946,0.019452609085646843,0.025201223499569773,1.8889916625449985
3.0000000000000004,10,0,-0.04337753733169065,0.025175726677074538,0.019485212807584987,-2.676278312752213
3.0000000000000004,10,10,-0.04333324073288444,0.030067339634447222,0.013519889921751386,-7.0617736867897225
3.0000000000000004,10,20,-0.04322924805512922,0.03417612938333529,0.007627553089566372,-11.201695040858183
3.0000000000000004,10,30,-0.04306121138338756,0.0375795035520197,0.001900754101152961,-15.077766116439124
3.0000000000000004,10,40,-0.042833478469329146,0.04058252669190921,-0.0036397688579071566,-18.760946095138586
3.0000000000000004,10,50,-0.04255070483667452,0.04314414433357,-0.009017889408741181,-22.217622321170605
3.0000000000000004,10,60,-0.042172133849214206,0.0453618057786222,-0.0139539604787033,-25.394310749402393
3.0000000000000004,10,70,-0.04170318922876262,0.04733604286759779,-0.01832896784740085,-28.2769187646118
3.0000000000000004,10,80,-0.0411103408395998,0.0490365946175034,-0.022097545739796453,-30.838842402011462
3.0000000000000004,10,90,-0.040432399615865304,0.05060240341607887,-0.025313214035558414,-33.15907056316276
3.0000000000000004,10,100,-0.03971567931078275,0.052047849267712734,-0.02822397065403479,-35.31520654794261
3.0000000000000004,20,-100,-0.03723753308861858,-0.025927049943441464,0.049090617951833865,31.729148239989566
3.0000000000000004,20,-90,-0.0378503154085015,-0.022634142664827946,0.047426074159811954,29.35239215436614
3.0000000000000004,20,-80,-0.038410353640638016,-0.018740761103619857,0.045509866376910485,26.662918329349747
3.0000000000000004,20,-70,-0.03890622420479834,-0.014232509147751682,0.043317223918067936,23.633058903912737
3.0000000000000004,20,-60,-0.039291949284784654,-0.009217551594238172,0.04073854045671756,20.282744602827574
3.0000000000000004,20,-50,-0.03958634082328559,-0.0037542283808044605,0.03778969764108161,16.646124145348093
3.0000000000000004,20,-40,-0.03982416329054835,0.0018676462583828994,0.034393693256003645,12.797710669656448
3.0000000000000004,20,-30,-0.039976563027911145,0.007663330135721533,0.030296885612216752,8.679907805454341
3.0000000000000004,20,-20,-0.04007110190332543,0.013624280753756912,0.025401212981930304,4.276000297980332
3.0000000000000004,20,-10,-0.04009848300757177,0.019645095750195612,0.019677268245953252,-0.39024341386180067
3.0000000000000004,20,0,-0.0400711783339509,0.02537602453081684,0.013656476477120526,-5.05947722240555
3.0000000000000004,20,10,-0.03997650474191433,0.030285140903317694,0.007698866570656952,-9.467436827677048
3.0000000000000004,20,20,-0.03982285800931415,0.03438901142380743,0.0019054283106891762,-13.589630588066772
3.0000000000000004,20,30,-0.039585847575926224,0.037789009376478146,-0.003707867497426849,-17.440323445426134
3.0000000000000004,20,40,-0.03929358996690839,0.04075296300716425,-0.009171744964794237,-21.08596582571955
3.0000000000000004,20,50,-0.03890580714755264,0.043329845927775244,-0.014195138555602815,-24.449285089724867
3.0000000000000004,20,60,-0.0384109360271405,0.04553169144810478,-0.01871550932551523,-27.498884457146602
3.0000000000000004,20,70,-0.037850474567506905,0.04745656568901604,-0.022617315588969508,-30.210220175443578
3.0000000000000004,20,80,-0.03723695768237775,0.04913336239521086,-0.025911538703997396,-32.60606835403725
3.0000000000000004,20,90,-0.0365930183161317,0.050672702636807634,-0.02888499731349079,-34.824656950415175
3.0000000000000004,20,100,-0.035931979284479,0.05207438299416181,-0.03160166777246962,-36.874809445120206
3.0000000000000004,30,-100,-0.03330640726571651,-0.026417762273680527,0.04752421067391337,31.081325951056524
3.0000000000000004,30,-90,-0.03380471378103311,-0.02304445487069962,0.04566025726209339,28.594801316314822
3.0000000000000004,30,-80,-0.0342754443485884,-0.019046050731965664,0.0435283901823788,25.769135070867517
3.0000000000000004,30,-70,-0.03469994442422956,-0.014459112676258934,0.04094788576765818,22.54778367836699
3.0000000000000004,30,-60,-0.03508021348046238,-0.009354425405581328,0.0379768040989174,19.00439344456484
3.0000000000000004,30,-50,-0.03536448328595466,-0.0038283051209903034,0.03457063173301243,15.170133789198706
3.0000000000000004,30,-40,-0.03555922091656541,0.001852773498698761,0.030453641153199568,11.063267049249392
3.0000000000000004,30,-30,-0.03566889008222683,0.007714359994986766,0.025542972768164262,6.677337227278381
3.0000000000000004,30,-20,-0.035707509755827434,0.013717512233268473,0.019803681432542568,2.003147810865817
3.0000000000000004,30,-10,-0.03570728736463596,0.01977139485157384,0.01375123068586165,-2.7785254410158537
3.0000000000000004,30,0,-0.03566854986895864,0.025519602443226395,0.007753434091568156,-7.455068269961068
3.0000000000000004,30,10,-0.03555927666273241,0.030439518846870683,0.0018946646579208503,-11.845897075440636
3.0000000000000004,30,20,-0.03536452391118645,0.03456650314200915,-0.0037822212062362413,-15.955827183001965
3.0000000000000004,30,30,-0.03508086111042143,0.03797916331379061,-0.009310363914176972,-19.798446924512664
3.0000000000000004,30,40,-0.03470058961118317,0.04095454230546718,-0.014420850627718248,-23.35447685033644
3.0000000000000004,30,50,-0.034276345343295225,0.04354194919291667,-0.019021190209234262,-26.595796305258006
3.0000000000000004,30,60,-0.033804728076125445,0.04568124728873567,-0.023027476219079433,-29.44372731859529
3.0000000000000004,30,70,-0.03330611259258562,0.04755430536308148,-0.026400384947472058,-31.948633963401722
3.0000000000000004,30,80,-0.03278723658849952,0.04920148354998878,-0.029428803094274276,-34.228859759285555
3.0000000000000004,30,90,-0.032254431972184874,0.05070726688463607,-0.03220597368025697,-36.34169293699346
3.0000000000000004,30,100,-0.03168936048983202,0.052095937415114646,-0.03467389780009008,-38.27228653473895
3.0000000000000004,40,-100,-0.028582584043885376,-0.026783854170980056,0.04577682489042622,30.295235139419177
3.0000000000000004,40,-90,-0.02897733286862795,-0.023324637929397943,0.043711042186874764,27.693237965486656
3.0000000000000004,40,-80,-0.029338247295760428,-0.019253739582054563,0.04115241587978575,24.661328995829336
3.0000000000000004,40,-70,-0.029672277060476218,-0.01460677292277926,0.038182717964666366,21.267301269179953
3.0000000000000004,40,-60,-0.029971317988873838,-0.009466149794674908,0.034727928492187275,17.5221841534136
3.0000000000000004,40,-50,-0.030180444440594093,-0.003905855887636302,0.030555884213451987,13.416172334004274
3.0000000000000004,40,-40,-0.030295283302795434,0.0018313985701802517,0.025628879779958917,9.048187902908278
3.0000000000000004,40,-30,-0.030344562684642144,0.007743832604444483,0.0198730261333953,4.388977375347531
3.0000000000000004,40,-20,-0.03036011083217439,0.013781575903908994,0.013814463596387211,-0.38557715835286394
3.0000000000000004,40,-10,-0.030344623143014938,0.019842052928142017,0.007783877601350233,-5.159510354808854
3.0000000000000004,40,0,-0.03029569638151874,0.02560659613771857,0.0018752913999373429,-9.822089203367556
3.0000000000000004,40,10,-0.03018145626408935,0.030543628377096062,-0.003855619456886306,-14.19261940322885
3.0000000000000004,40,20,-0.02997246313773038,0.03471869860269232,-0.009418991517069125,-18.305375944248976
3.0000000000000004,40,30,-0.02967366087729246,0.038188014733144086,-0.014574348159755425,-22.06846932434493
3.0000000000000004,40,40,-0.029338735645246916,0.041157814347855974,-0.019228757835635123,-25.479619300834134
3.0000000000000004,40,50,-0.02897814141365227,0.043725993090681634,-0.023309369095400725,-28.53370635676041
3.0000000000000004,40,60,-0.028583628404269815,0.045796556406491024,-0.02676501237626686,-31.15180942497353
3.0000000000000004,40,70,-0.02818528139385394,0.04762630361914797,-0.029833962635139145,-33.51808573098395
3.0000000000000004,40,80,-0.02778030956987069,0.04925516612337843,-0.032654659576513714,-35.69021371967732
3.0000000000000004,40,90,-0.027369018828090518,0.05072198020716908,-0.03515664047780105,-37.657659374913756
3.0000000000000004,40,100,-0.026942542735645024,0.052106816868781054,-0.03753083400729119,-39.52271873903557
3.0000000000000004,50,-100,-0.02306004606439847,-0.02700562841910101,0.04385645921012857,29.364272098517056
3.0000000000000004,50,-90,-0.0233273950504613,-0.023462025012808276,0.04134340843873248,26.54677902853112
3.0000000000000004,50,-80,-0.02358720147236342,-0.019338388263595015,0.038395557774992345,23.33960959492789
3.0000000000000004,50,-70,-0.023815158436568035,-0.014657692148989548,0.034897866979559114,19.733750801343895
3.0000000000000004,50,-60,-0.02398792510182317,-0.009532309137958446,0.030626160164267762,15.70935482247491
3.0000000000000004,50,-50,-0.024106990436115843,-0.003968604089501671,0.025671290695147488,11.36631625616332
3.0000000000000004,50,-40,-0.02415912199037451,0.001815583086953055,0.019904837964460343,6.741787623765661
3.0000000000000004,50,-30,-0.024176843143142845,0.007757313997648473,0.013845159077045838,2.0014505399641784
3.0000000000000004,50,-20,-0.02417703756072166,0.01381155328704203,0.007797578010562408,-2.769152479717541
3.0000000000000004,50,-10,-0.024159774570937015,0.019874879471437252,0.001865316950040458,-7.5091390244551
3.0000000000000004,50,0,-0.024107563431178432,0.02565192461274079,-0.003917432858349847,-12.137632031388684
3.0000000000000004,50,10,-0.023989001406400656,0.03061838351486234,-0.0094875397763692,-16.48837123002435
3.0000000000000004,50,20,-0.02381660509479217,0.0348909413899606,-0.014622297238332114,-20.526060491761577
3.0000000000000004,50,30,-0.023588342373306558,0.03839736062265331,-0.019316717448063434,-24.153907706644286
3.0000000000000004,50,40,-0.02332832048009778,0.04134883181916634,-0.02344415521075951,-27.378363434240264
3.0000000000000004,50,50,-0.023061237858034458,0.04387254066299991,-0.0269900239321949,-30.215246591435513
3.0000000000000004,50,60,-0.022785248567708437,0.0458820654426534,-0.030103138415177942,-32.666320388039146
3.0000000000000004,50,70,-0.022508062790852996,0.0476763158928438,-0.032953984759869,-34.90766413861498
3.0000000000000004,50,80,-0.022235070002183752,0.04928093632127079,-0.03549332685325572,-36.94227236626204
3.0000000000000004,50,90,-0.021964693865108912,0.05073166356436867,-0.037887488639758826,-38.83892682779497
3.0000000000000004,50,100,-0.02168848251630297,0.052111284693032736,-0.04013920028253657,-40.629286488376444
