IB (A),IA (A),ang (deg),Coil A flux (Wb),Coil B flux (Wb),Coil C flux (Wb)
-9,1,56,-0.04464761074293382,0.030252088571293165,0.017686372512539742
-8,1,56,-0.04464132661938932,0.030735134520808,0.017102576506666262
-7,1,56,-0.0446342633475935,0.031214216948816143,0.016517630226763093
-6,1,56,-0.0446252033574114,0.0316871730215833,0.015930800363211307
-5,1,56,-0.0446152131357653,0.03215828908632132,0.015343305913780723
-4,1,56,-0.04460267868342725,0.03262511242219855,0.014754930269969388
-3,1,56,-0.04459121558697134,0.03307539309126196,0.014166424636449076
-2,1,56,-0.04458033577814365,0.03351185118918917,0.013576311406452587
-1,1,56,-0.044564101690519914,0.03394293042180446,0.012983960668077842
0,1,56,-0.04454990128290705,0.034373644401508335,0.012391365285094344
1,1,56,-0.044535398709154066,0.034795582917770164,0.011798687928234238
2,1,56,-0.044521166590401055,0.035197539260874065,0.011205268808322528
3,1,56,-0.04450691811581376,0.03559172054708949,0.010611688232021061
4,1,56,-0.04449243468308684,0.03598113428603251,0.010022167661708955
5,1,56,-0.04447770521077285,0.03636759306751783,0.009431807627339419
6,1,56,-0.04446221484217273,0.03675314719716288,0.008841553419266495
7,1,56,-0.044446415848553744,0.03713175189848072,0.008251216600825456
8,1,56,-0.04442974434136575,0.03749584645143601,0.007660343663489481
9,1,56,-0.04441180385371966,0.03785031080224993,0.007070222237434329
10,1,56,-0.04439195981596689,0.03819945419835103,0.006480791205984867
-10,2,56,-0.04439086610240925,0.02979518591084942,0.017707482845526003
-9,2,56,-0.044386014587305664,0.03028291369613045,0.017123233738783755
-8,2,56,-0.04437473299515118,0.030762889685163247,0.01653764569121196
-7,2,56,-0.044365359093881826,0.03124279298737648,0.015949803463996142
-6,2,56,-0.04435612166328017,0.03171774080786907,0.015361842811833882
-5,2,56,-0.044343696292549035,0.032187584968350724,0.01477349523108065
-4,2,56,-0.044330888732376186,0.03265540035310355,0.01418380274959038
-3,2,56,-0.04432045314774909,0.033106282364623374,0.013592833318843686
-2,2,56,-0.04430405709527226,0.03354163431695558,0.013000721346038904
-1,2,56,-0.04429018967397542,0.03397377862837822,0.012407988480485566
0,2,56,-0.04427595242319603,0.03440473749328208,0.011815180243565865
1,2,56,-0.04426146987153667,0.03482631681917975,0.011221892263185495
2,2,56,-0.04424778517190851,0.035227936636136443,0.010628999456255605
3,2,56,-0.04423382592940278,0.035622072942350494,0.01003771457083748
4,2,56,-0.044218498118157944,0.036011374434008175,0.009446361757061383
5,2,56,-0.044200770577158356,0.03639751101287796,0.008855396211954226
6,2,56,-0.044183747892604944,0.036783222018345885,0.00826445720923035
7,2,56,-0.044165530307525985,0.03716211758665777,0.00767291317650356
8,2,56,-0.04414542003112774,0.03752642333875053,0.007080762278838013
9,2,56,-0.044124469854502434,0.03788083523676505,0.006490225886660996
10,2,56,-0.044103136470836767,0.03822997720081166,0.005900971956951015
-10,3,56,-0.04411687514209713,0.029822086187839696,0.01714226336027968
-9,3,56,-0.04410842148683753,0.030307669497522487,0.016556406298591318
-8,3,56,-0.044098735839726656,0.03079080690913974,0.015968709743101956
-7,3,56,-0.044089175838231735,0.03127119268324037,0.01538035034469993
-6,3,56,-0.044078578307244494,0.03174591417356597,0.014791004392713058
-5,3,56,-0.04406673822552718,0.032217654753673566,0.014201020592248271
-4,3,56,-0.0440550643097885,0.032686249088363054,0.013609672214614149
-3,3,56,-0.044042456787688984,0.0331364206748352,0.013017431544871642
-2,3,56,-0.04402699657708221,0.03357181865992701,0.012424608320640167
-1,3,56,-0.04401336259093563,0.03400423567724479,0.011831651722304158
0,3,56,-0.04399896479345083,0.03443572635674662,0.011237991914017418
1,3,56,-0.04398628088219981,0.034857662950745105,0.010644667231413019
2,3,56,-0.043970794934398184,0.035258564721286266,0.01005286423198089
3,3,56,-0.04395451948971459,0.03565262009919989,0.009460571204112719
4,3,56,-0.04393590155174107,0.036041664988254896,0.008868376203679222
5,3,56,-0.043917058112526344,0.03642801466453877,0.008276704757764233
6,3,56,-0.043896410650091665,0.0368143408470303,0.0076840150007578606
7,3,56,-0.04387532505306094,0.03719366116227777,0.007091083957824262
8,3,56,-0.04385413740654363,0.03755738655960426,0.0064995663664732745
9,3,56,-0.043832983772993044,0.03791116275677058,0.005910117945460221
10,3,56,-0.04381174285942526,0.038260357183824305,0.0053209246715885845
-10,4,56,-0.04383493076715696,0.029849779907009717,0.0165746592421056
-9,4,56,-0.04382317376151802,0.03033385793479413,0.01598685779735047
-8,4,56,-0.043814944840890414,0.03082086180355527,0.015397889197456263
-7,4,56,-0.04380186146993265,0.03129898165776309,0.01480814342144193
-6,4,56,-0.043791051241736365,0.03177396984531244,0.014217864252347695
-5,4,56,-0.04378090370383188,0.032247350660913006,0.013626072325787213
-4,4,56,-0.04376991856270589,0.03271559384659882,0.013033838136987455
-3,4,56,-0.04375775437888976,0.033166265776255,0.012440822779152079
-2,4,56,-0.043740242935785434,0.033601786928805014,0.011847504935238921
-1,4,56,-0.04372585751163092,0.0340342668004779,0.011253843248380904
0,4,56,-0.043710611353376116,0.034466361409494446,0.01065955593759108
1,4,56,-0.04369807895361527,0.034887813036925314,0.010067226525283166
2,4,56,-0.0436810289005439,0.035289411878700695,0.009474118563051363
3,4,56,-0.043658781082070504,0.0356832143850887,0.00888038348819292
4,4,56,-0.04363828909198024,0.036071944658099736,0.008287499724859067
5,4,56,-0.04361738063335979,0.03645907276261511,0.0076943470792575136
6,4,56,-0.04359670110173569,0.03684583951627548,0.007101302660199102
7,4,56,-0.0435752990327907,0.03722502843169617,0.006509120772955215
8,4,56,-0.04355372693783708,0.03758784758244455,0.005919036795345703
9,4,56,-0.04353214065103407,0.03794134601693204,0.00532944744263968
10,4,56,-0.04351037713391695,0.03829045323149698,0.00474091316382638
-10,5,56,-0.043539920332562765,0.029875945848631652,0.01600404609348471
-9,5,56,-0.043528988357052295,0.030361694543688724,0.015414799415460641
-8,5,56,-0.04351791633212681,0.030846537687997475,0.014824957452378345
-7,5,56,-0.04350671397821071,0.031326780781786814,0.014234470671220488
-6,5,56,-0.043495315718317135,0.03180175241495652,0.013642342069641981
-5,5,56,-0.04348348896494057,0.03227513100744281,0.013049694676942038
-4,5,56,-0.043471453555372026,0.03274367834971691,0.012456496973534336
-3,5,56,-0.04345858082463436,0.033194104324167154,0.011862923765981232
-2,5,56,-0.04344452023794927,0.03363156685542332,0.011268831235333666
-1,5,56,-0.04342929841759125,0.03406458150887616,0.010674248586872685
0,5,56,-0.0434119487015224,0.03449694371577655,0.01008045744243402
1,5,56,-0.04339387125851412,0.034918685669973935,0.0094864015499384
2,5,56,-0.04337318008199847,0.03532050137399236,0.0088916955618978
3,5,56,-0.04335270880583567,0.035714225444976315,0.008297759441677967
4,5,56,-0.04333199384082307,0.03610288552346449,0.007704492212008698
5,5,56,-0.04331099940273184,0.036490036144067185,0.007111437312357389
6,5,56,-0.04328975568927089,0.03687703080411958,0.006518852517562669
7,5,56,-0.04326832851916721,0.03725604645211597,0.005927961695796888
8,5,56,-0.04324670899756726,0.03761793993121051,0.0053378745148808145
9,5,56,-0.043224928805783144,0.037971547772258585,0.004750039362323376
10,5,56,-0.04320297037815597,0.038320650815606365,0.00416032476101667
-10,6,56,-0.04324412275369278,0.029903727429595788,0.015431629524964331
-9,6,56,-0.04323288942631063,0.03038950152410102,0.014841630034226925
-8,6,56,-0.04322130340491547,0.030874563255266073,0.014250901847991474
-7,6,56,-0.0432101463966192,0.03135690593752658,0.013658302478199469
-6,6,56,-0.043197789345318545,0.03182919560042005,0.013066029783262989
-5,6,56,-0.04318562365423029,0.0323026984268486,0.012472121870818828
-4,6,56,-0.043172859215027906,0.03277193253531576,0.011878235141681204
-3,6,56,-0.043159436478347524,0.03322296681818549,0.011283390115311582
-2,6,56,-0.043142838696171706,0.03366110827341776,0.01068761895490382
-1,6,56,-0.043125364890406054,0.0340950928633682,0.010093017812903097
0,6,56,-0.04310596308713008,0.03452836498204136,0.009497755662540809
1,6,56,-0.04308602591745349,0.03494968874149137,0.008902611751133282
2,6,56,-0.043065479302395834,0.03535183578360171,0.008308258623995908
3,6,56,-0.043044782101348385,0.035745063525738384,0.007714520858858489
4,6,56,-0.04302389247204208,0.03613358212481415,0.007121280793538675
5,6,56,-0.043003027410422216,0.036521083294422524,0.006528725813588046
6,6,56,-0.042982082781119535,0.036908014651167005,0.005937478311929185
7,6,56,-0.042960914801702506,0.037287774042316355,0.005346464858413987
8,6,56,-0.04293868564997713,0.03764818052780238,0.004757295009563735
9,6,56,-0.04291542341440751,0.03800162099680735,0.0041679259556929174
10,6,56,-0.04289222100030135,0.038350723419761444,0.0035794245174706725
-10,7,56,-0.04294680399028951,0.02993158436303903,0.014858035091999741
-9,7,56,-0.04293563009267367,0.0304183323321641,0.014267104556457593
-8,7,56,-0.042923042828899236,0.030902582043555022,0.01367424324102248
-7,7,56,-0.04291070643351682,0.03138238485638782,0.013081682752107734
-6,7,56,-0.042898227889520475,0.031857766815366374,0.012487593034908054
-5,7,56,-0.04288305507216531,0.03233105120923779,0.011892525125565542
-4,7,56,-0.04286753541451076,0.032800604336244765,0.01129659563455012
-3,7,56,-0.04285131691497714,0.03325190546528928,0.010700242059731498
-2,7,56,-0.04283385145677267,0.03369088609953738,0.010104731684129549
-1,7,56,-0.042815320673139666,0.03412535276279181,0.00950922771458618
0,7,56,-0.04279700962797412,0.03455884777540601,0.008913786781379598
1,7,56,-0.0427770454763925,0.0349807343711582,0.008319153155723711
2,7,56,-0.04275692267848333,0.03538307176016675,0.007724760776600885
3,7,56,-0.042736223396754515,0.03577578153165353,0.007131095759639791
4,7,56,-0.04271540822419123,0.03616425797359847,0.006538532809911796
5,7,56,-0.04269404009881918,0.036551910664776525,0.005947519967250798
6,7,56,-0.04267241159043554,0.03693903000029953,0.005354954178651208
7,7,56,-0.042650097762740966,0.03731687768234945,0.004764612108503805
8,7,56,-0.04262705000796646,0.03767859359431765,0.0041739079471242845
9,7,56,-0.04260346504292732,0.03803213127163077,0.0035859026388727275
10,7,56,-0.04257974788206937,0.038380677633362226,0.003000965151949003
-10,8,56,-0.04264745166478511,0.02995970664120833,0.014282884342250642
-9,8,56,-0.04263508345020022,0.030445428973051865,0.013690016720577519
-8,8,56,-0.042621329712225396,0.030930904253660286,0.013096521366686814
-7,8,56,-0.04260585156424163,0.031410905564275685,0.012501420693048881
-6,8,56,-0.042590154448088814,0.031886083687513424,0.011905934289328127
-5,8,56,-0.042574124741249365,0.03236003626451604,0.011309449865969032
-4,8,56,-0.04255710437929164,0.032829643796169976,0.010712315124567532
-3,8,56,-0.042539855761817735,0.03328091778071685,0.010116173266853865
-2,8,56,-0.042522334619570924,0.0337203032567072,0.009520859844131523
-1,8,56,-0.04250431867373544,0.03415537865103645,0.008924945606762968
0,8,56,-0.042486989308652585,0.034588859448053635,0.008330337748614426
1,8,56,-0.04246713527789439,0.03501180449216819,0.0077351935615115495
2,8,56,-0.04244698220096751,0.03541360788749029,0.007139071768290008
3,8,56,-0.04242642543316412,0.03580629099642158,0.0065478321369922005
4,8,56,-0.042405165295791816,0.03619519205071764,0.0059550360474563005
5,8,56,-0.042382999824177946,0.03658283840979323,0.0053627159197972216
6,8,56,-0.04236041857816474,0.03697029292396349,0.004768989276020297
7,8,56,-0.04233718264538649,0.03734717593871692,0.004181568577547416
8,8,56,-0.042314179824330785,0.037708892094483006,0.0035926020216789346
9,8,56,-0.04229056268339097,0.03806250346623418,0.003007220865183776
10,8,56,-0.0422666955385371,0.03841032632604757,0.002426109010071741
-10,9,56,-0.04234263691296536,0.02998782222845472,0.01370432351246195
-9,9,56,-0.04232706834647941,0.03047424365243195,0.013109883416191145
-8,9,56,-0.042311493603494114,0.030959773012833886,0.012514831766607478
-7,9,56,-0.042295297132028946,0.03143989400273209,0.011918965636827358
-6,9,56,-0.04227832138555999,0.03191534059615004,0.011321680596150243
-5,9,56,-0.04226132272167531,0.03238915282131457,0.01072433582029172
-4,9,56,-0.0422440683034225,0.03285883805369956,0.010127815164050875
-3,9,56,-0.04222757243350607,0.033309965809250795,0.009532402675115698
-2,9,56,-0.04220902142767984,0.03374935216523047,0.008936265878654459
-1,9,56,-0.042191250555533535,0.03418513766742266,0.008339687235192732
0,9,56,-0.042173004080156035,0.03461875967397581,0.007744937992624617
1,9,56,-0.042153059794150655,0.03504143798629745,0.00714902341714487
2,9,56,-0.042133112379183754,0.035443127214477205,0.006557272616991161
3,9,56,-0.04211233250325526,0.035836506107380886,0.00596481890732321
4,9,56,-0.04209060513226278,0.03622586166191405,0.005372154496745849
5,9,56,-0.042067804352969154,0.036613809013244424,0.004780337694690785
6,9,56,-0.04204520705070622,0.037000300380176224,0.004190749580749225
7,9,56,-0.04202230048438818,0.037377294458859636,0.0035998754916005305
8,9,56,-0.04199937186424709,0.03773860757810183,0.0030136963510221508
9,9,56,-0.04197598770073378,0.03809234920790133,0.0024316394250694655
10,9,56,-0.04195172572154039,0.038439328469251924,0.001853160867094666
-10,10,56,-0.042028400702955444,0.03001653525229478,0.01312310657260437
-9,10,56,-0.042012203548097204,0.03050310985074817,0.012527573206375618
-8,10,56,-0.04199527947609738,0.03098899594397815,0.011931155713682348
-7,10,56,-0.041978403662082525,0.03146913614753076,0.011334034164119412
-6,10,56,-0.04196110919696255,0.03194434659863586,0.010736241699453487
-5,10,56,-0.04194408771413005,0.03241825359414906,0.010139343673168896
-4,10,56,-0.04192655502836935,0.03288773596855478,0.009543557413132283
-3,10,56,-0.04190879150441027,0.03333885029248302,0.008947451184871048
-2,10,56,-0.04189110797037857,0.033778504074378976,0.008350445514050129
-1,10,56,-0.041872887985291936,0.03421416646753059,0.007755439323275617
0,10,56,-0.04185341112040066,0.03464840335630835,0.007160892569615233
1,10,56,-0.041833205917176486,0.03507087764683562,0.006566270003006474
2,10,56,-0.04181257843239236,0.03547227061842372,0.005973082799688859
3,10,56,-0.04179205680052778,0.03586612632629892,0.005380442216747195
4,10,56,-0.04177054036794212,0.03625602029517733,0.004788447490780641
5,10,56,-0.04174839022067061,0.03664443877102327,0.004197099164909724
6,10,56,-0.04172594585459196,0.03703014356301503,0.0036070813815834942
7,10,56,-0.04170335142906399,0.0374071179601565,0.003020292356433005
8,10,56,-0.041679767692761056,0.03776807032294516,0.002437373243868699
9,10,56,-0.04165503274730777,0.03812143402327894,0.0018576128812165334
10,10,56,-0.04162894367254638,0.03846863755851021,0.0012781990278491924
-10,-10,57.00000000000001,-0.04728987624442828,0.02943877558753207,0.023886507942529042
-9,-10,57.00000000000001,-0.047287418873036315,0.029921599830988372,0.023390844360263428
-8,-10,57.00000000000001,-0.047285018153520444,0.03040340224694699,0.02289046330520011
-7,-10,57.00000000000001,-0.04728262040723231,0.030882030092564794,0.022381692259048486
-6,-10,57.00000000000001,-0.04728017023122708,0.03135501073865392,0.021868060588504205
-5,-10,57.00000000000001,-0.04727759126971297,0.0318253306820994,0.0213452673803353
-4,-10,57.00000000000001,-0.04727441108722212,0.03229373894052077,0.020811836016753595
-3,-10,57.00000000000001,-0.04727143190190133,0.03274836895508969,0.02027498011033138
-2,-10,57.00000000000001,-0.04726911815580284,0.03318665349221103,0.019732744075665307
-1,-10,57.00000000000001,-0.047267629149162556,0.033615755890338515,0.019167075721604858
0,-10,57.00000000000001,-0.04726571518478012,0.0340436675963775,0.01859441857436383
1,-10,57.00000000000001,-0.04726350754826122,0.034466703034417866,0.018017951546698677
2,-10,57.00000000000001,-0.04726011321271026,0.03487171948055369,0.017439802137539092
3,-10,57.00000000000001,-0.04725609933526147,0.03526513240141418,0.016859403184401718
4,-10,57.00000000000001,-0.047250396560467055,0.03565410892512825,0.016276811781017055
5,-10,57.00000000000001,-0.04724422978459008,0.036041685058170146,0.01569256107328669
6,-10,57.00000000000001,-0.04723783201776464,0.03642955540804737,0.015107125486726873
7,-10,57.00000000000001,-0.047230719043049575,0.03681100378071814,0.014521665915966554
8,-10,57.00000000000001,-0.0472221600720869,0.037177221253218366,0.013937292495217494
9,-10,57.00000000000001,-0.0472132790104184,0.03752913894997127,0.013353757727068599
10,-10,57.00000000000001,-0.04720251261853238,0.03787500131897908,0.012768790865621707
-10,-9,57.00000000000001,-0.047085632992859686,0.029470381519892765,0.023420198349336833
-9,-9,57.00000000000001,-0.04708341304814415,0.0299532321371368,0.022919710095276873
-8,-9,57.00000000000001,-0.04708091522355851,0.030436077110764084,0.022410624590433362
-7,-9,57.00000000000001,-0.04707795378223139,0.030914679836361616,0.021896411134753973
-6,-9,57.00000000000001,-0.047074520233810625,0.031387816980354095,0.02137449287796019
-5,-9,57.00000000000001,-0.04707170215634131,0.03185751289543784,0.020842279171892852
-4,-9,57.00000000000001,-0.04706917320685977,0.03232662601985166,0.020304883462752374
-3,-9,57.00000000000001,-0.047065675687863656,0.03278018289103257,0.019761114559424225
-2,-9,57.00000000000001,-0.04706374427090892,0.0332159972505245,0.019194600439219084
-1,-9,57.00000000000001,-0.04706010867428216,0.03364507316152852,0.018620984878930474
0,-9,57.00000000000001,-0.04705503626446997,0.034073366787248566,0.01804334451455657
1,-9,57.00000000000001,-0.047050189464008615,0.03449622361157155,0.017464373164916506
2,-9,57.00000000000001,-0.04704418999149544,0.03490071932749426,0.01688303348239465
3,-9,57.00000000000001,-0.04703760697529755,0.03529440033352301,0.016299757815111983
4,-9,57.00000000000001,-0.04703102097658004,0.03568358651291626,0.015715582467656107
5,-9,57.00000000000001,-0.04702446186471021,0.03607113394982584,0.015130281248105674
6,-9,57.00000000000001,-0.04701788359296567,0.036458194346207964,0.014544653969356842
7,-9,57.00000000000001,-0.047011871716846086,0.036840843876213426,0.0139592595716844
8,-9,57.00000000000001,-0.04700460094680243,0.037207364943124176,0.01337523626825795
9,-9,57.00000000000001,-0.046996704916524246,0.037560106313222714,0.012789760495034101
10,-9,57.00000000000001,-0.046987132418526714,0.03790728945687988,0.012203609920718771
-10,-8,57.00000000000001,-0.04687586661118278,0.029501888530912977,0.02294865220029734
-9,-8,57.00000000000001,-0.04687263058992105,0.029984415803550067,0.02243930405537851
-8,-8,57.00000000000001,-0.04686955840726128,0.030467672938834445,0.021925256892519302
-7,-8,57.00000000000001,-0.046866124649687244,0.03094732280809621,0.021404909261932455
-6,-8,57.00000000000001,-0.046863242870354815,0.03141956634030684,0.02086983417792173
-5,-8,57.00000000000001,-0.046859993563707784,0.03188943874719051,0.020333256001245577
-4,-8,57.00000000000001,-0.04685537684594265,0.03235769420124232,0.019788577734802658
-3,-8,57.00000000000001,-0.04685052716824106,0.03281013568166342,0.01922039338963613
-2,-8,57.00000000000001,-0.04684545295096464,0.033245728778146556,0.018645745376032086
-1,-8,57.00000000000001,-0.04684016626442083,0.03367518557917303,0.018068224994349662
0,-8,57.00000000000001,-0.046833527649295326,0.03410351031829609,0.017488137507520044
1,-8,57.00000000000001,-0.046826186661721975,0.03452615608874291,0.01690572679604981
2,-8,57.00000000000001,-0.04681907874924593,0.03493018435028017,0.01632241103634734
3,-8,57.00000000000001,-0.04681215101209658,0.03532366925732266,0.015738375108594427
4,-8,57.00000000000001,-0.04680469830549384,0.03571301205071015,0.015152989225254465
5,-8,57.00000000000001,-0.046797653983399155,0.03610047455220757,0.01456720828678432
6,-8,57.00000000000001,-0.04679125283390118,0.03648741162577654,0.013981661713689374
7,-8,57.00000000000001,-0.046785297072519355,0.036870024462005116,0.01339702603027526
8,-8,57.00000000000001,-0.04677766490476964,0.0372360513216118,0.012811006209442784
9,-8,57.00000000000001,-0.04676917551339169,0.03758898225570772,0.01222441223299392
10,-8,57.00000000000001,-0.04676081515064906,0.037937946853051775,0.011637735073520346
-10,-7,57.00000000000001,-0.04665081126722898,0.029532580222041124,0.022466617620062048
-9,-7,57.00000000000001,-0.04664728651270406,0.03001541508540937,0.021953506877094756
-8,-7,57.00000000000001,-0.04664395782010456,0.03049871226729203,0.021431796539804655
-7,-7,57.00000000000001,-0.04663955583038413,0.03097827594270741,0.02089731369739158
-6,-7,57.00000000000001,-0.046634470781809684,0.031451066877278125,0.02035958827766389
-5,-7,57.00000000000001,-0.04662803360385842,0.03192091036123147,0.01981376730506027
-4,-7,57.00000000000001,-0.04662290404525807,0.03238773660876145,0.01924507003223254
-3,-7,57.00000000000001,-0.04661761462939737,0.03283982482631021,0.018669935963029433
-2,-7,57.00000000000001,-0.04661155957013877,0.033275338514031,0.01809161992029902
-1,-7,57.00000000000001,-0.046604500367515955,0.03370593452145921,0.01751050908365883
0,-7,57.00000000000001,-0.04659607874479207,0.03413343984521811,0.016928042645171698
1,-7,57.00000000000001,-0.046588374796196486,0.03455591205730178,0.016344558117204488
2,-7,57.00000000000001,-0.04658150048890606,0.034959355177187505,0.01576033768277187
3,-7,57.00000000000001,-0.04657331749289231,0.03535300406768293,0.015175101635676763
4,-7,57.00000000000001,-0.04656673812627883,0.0357423753387968,0.014589246507338068
5,-7,57.00000000000001,-0.046558449687352434,0.03612965680170007,0.014003453224032528
6,-7,57.00000000000001,-0.04655066990931752,0.03651642425989677,0.013418441846996006
7,-7,57.00000000000001,-0.04654348832969376,0.036897943289524844,0.012831552139129414
8,-7,57.00000000000001,-0.046535876326537405,0.03726374994328053,0.012244581048119955
9,-7,57.00000000000001,-0.04652740316955877,0.03761801980943319,0.011656799738916581
10,-7,57.00000000000001,-0.04651757755268906,0.037966785988313004,0.011069219869226437
-10,-6,57.00000000000001,-0.04641426528359218,0.029562896205639042,0.02198057239627481
-9,-6,57.00000000000001,-0.04640850834615985,0.030046878034552506,0.021458543242852582
-8,-6,57.00000000000001,-0.046402461251475305,0.030529740139766545,0.020922741571350538
-7,-6,57.00000000000001,-0.04639642892191214,0.031009656281116675,0.02038477737242778
-6,-6,57.00000000000001,-0.04639048454774849,0.031481977508493,0.019838344887271465
-5,-6,57.00000000000001,-0.04638542807443776,0.03195078772340505,0.01926921172537694
-4,-6,57.00000000000001,-0.04638007427538369,0.032417821769064145,0.018693142654706965
-3,-6,57.00000000000001,-0.046371764567680704,0.032869100372568814,0.018114279325369964
-2,-6,57.00000000000001,-0.046364215093238875,0.033304971439857355,0.017532710442388324
-1,-6,57.00000000000001,-0.046356676291449725,0.0337352221478979,0.016949958473412668
0,-6,57.00000000000001,-0.0463488709218914,0.03416307983940597,0.016366371496453633
1,-6,57.00000000000001,-0.0463411466883763,0.03458538229164121,0.015781758915000926
2,-6,57.00000000000001,-0.046333596078443555,0.03498834782332509,0.01519686121216271
3,-6,57.00000000000001,-0.04632623336595632,0.035382163200069684,0.014610942639650014
4,-6,57.00000000000001,-0.0463187813739667,0.03577140779879027,0.014025067285978557
5,-6,57.00000000000001,-0.04631115796496547,0.03615874017159622,0.013439582967692121
6,-6,57.00000000000001,-0.046302919718428495,0.036545370328478606,0.01285201536179678
7,-6,57.00000000000001,-0.04629433795394871,0.03692554409893616,0.012264308077763965
8,-6,57.00000000000001,-0.046286041741906904,0.03729101548881189,0.011676366126188652
9,-6,57.00000000000001,-0.04627683168222861,0.03764566332045565,0.011087723658873276
10,-6,57.00000000000001,-0.0462667679191016,0.03799556873813389,0.010500641536693266
-10,-5,57.00000000000001,-0.04616884990544279,0.029593795737042752,0.021483882317853847
-9,-5,57.00000000000001,-0.04616339536247184,0.030079957147366818,0.020947804721154314
-8,-5,57.00000000000001,-0.04615723754761891,0.030561161916465483,0.020409796453204673
-7,-5,57.00000000000001,-0.046150985489931025,0.031040214534189727,0.01986254980439145
-6,-5,57.00000000000001,-0.04614501630100319,0.03151146412714342,0.019292192205057065
-5,-5,57.00000000000001,-0.04613809438953906,0.03197989242704761,0.018715122129016035
-4,-5,57.00000000000001,-0.046130685653780326,0.032446906315010494,0.01813629102399506
-3,-5,57.00000000000001,-0.0461235220828144,0.032898371368422885,0.01755507606138235
-2,-5,57.00000000000001,-0.04611641632458401,0.033334439921925196,0.01697172076055264
-1,-5,57.00000000000001,-0.0461091653305403,0.033764557570346306,0.01638818921793047
0,-5,57.00000000000001,-0.04610142966930186,0.03419314947744,0.015803346661161993
1,-5,57.00000000000001,-0.046095918884518756,0.03461499200629562,0.015219392189057586
2,-5,57.00000000000001,-0.04608586133736324,0.03501752815712379,0.014632634659496116
3,-5,57.00000000000001,-0.04607792572099644,0.03541131677315491,0.01404621060719258
4,-5,57.00000000000001,-0.046069856528322795,0.035800336306351016,0.013460379693103383
5,-5,57.00000000000001,-0.046061294646037906,0.03618764736624227,0.012872403744052937
6,-5,57.00000000000001,-0.046052921977115545,0.03657461888868786,0.012284197855257955
7,-5,57.00000000000001,-0.04604410999650665,0.03695505921936388,0.011695277211359283
8,-5,57.00000000000001,-0.04603352752805911,0.03732088370523798,0.011105417206256933
9,-5,57.00000000000001,-0.046022773766609085,0.037673867384052095,0.010518265134733385
10,-5,57.00000000000001,-0.046013648495318075,0.03802825475936018,0.009929181276529794
-10,-4,57.00000000000001,-0.04592295806126748,0.029625953085859736,0.02097307071921895
-9,-4,57.00000000000001,-0.045916604258241754,0.030108971478660998,0.020434420436684468
-8,-4,57.00000000000001,-0.045909969464263164,0.030592360878555724,0.019886191079931597
-7,-4,57.00000000000001,-0.045903297293457455,0.03106964793139311,0.0193145533270155
-6,-4,57.00000000000001,-0.04589641699915986,0.03154088762706777,0.01873734474172755
-5,-4,57.00000000000001,-0.04588935998517183,0.03200923324759216,0.01815880157729044
-4,-4,57.00000000000001,-0.04588232263836354,0.032477376630178176,0.01757720761671051
-3,-4,57.00000000000001,-0.04587489350853793,0.03292759700312008,0.016993712438435483
-2,-4,57.00000000000001,-0.045867744170123105,0.03336353133494461,0.016410047314292703
-1,-4,57.00000000000001,-0.045860513443487676,0.0337935730371351,0.015825195896656624
0,-4,57.00000000000001,-0.04585268550385166,0.034222280916298066,0.015240034150134196
1,-4,57.00000000000001,-0.04584448502763185,0.03464475868780435,0.01465366642769652
2,-4,57.00000000000001,-0.04583631553002042,0.03504686907914382,0.014067529189426942
3,-4,57.00000000000001,-0.04582783769691511,0.035440606002362235,0.013480964624573903
4,-4,57.00000000000001,-0.0458188281359455,0.03582934920273143,0.012892670943414493
5,-4,57.00000000000001,-0.04580907065362777,0.036216812935735615,0.012303720555085017
6,-4,57.00000000000001,-0.04579902104252401,0.03660394356524279,0.011713784212288327
7,-4,57.00000000000001,-0.045788035673261084,0.03698366405682932,0.011123382452906394
8,-4,57.00000000000001,-0.04577490002380527,0.037347759114340746,0.010534464696789567
9,-4,57.00000000000001,-0.04576057950812247,0.03770307282229216,0.009945971616560474
10,-4,57.00000000000001,-0.045746143952692386,0.038054203280448486,0.009357116254825404
-10,-3,57.00000000000001,-0.04567471227780908,0.029656284132315625,0.02045836214893023
-9,-3,57.00000000000001,-0.045667769787384,0.030141300279437813,0.019909360973762804
-8,-3,57.00000000000001,-0.04566082511667144,0.0306205668866024,0.019337010030552906
-7,-3,57.00000000000001,-0.04565421869936693,0.03109876276605325,0.018759862972298404
-6,-3,57.00000000000001,-0.04564739843974042,0.03157011193909934,0.018181293548453208
-5,-3,57.00000000000001,-0.04564050658968081,0.032039390631138254,0.017599839516032872
-4,-3,57.00000000000001,-0.045632891720353286,0.032506687764722715,0.017015726285339094
-3,-3,57.00000000000001,-0.04562508160066282,0.0329568202842354,0.016431703904838568
-2,-3,57.00000000000001,-0.04561773780464749,0.03339272019021433,0.01584676127721795
-1,-3,57.00000000000001,-0.045609983996989366,0.03382287870985685,0.015261392977374647
0,-3,57.00000000000001,-0.045602081895896845,0.0342517407477985,0.014675155924190993
1,-3,57.00000000000001,-0.0455933795344454,0.034674177719678574,0.014088578357042296
2,-3,57.00000000000001,-0.04558449426281093,0.03507656873780297,0.013501245124841361
3,-3,57.00000000000001,-0.04557483232099881,0.0354699480532221,0.012912229868264794
4,-3,57.00000000000001,-0.04556439119814484,0.035858848941159156,0.012322986405217139
